T_i,B_i
570,316
550,859
668,320
245,342
640,841
614,707
470,711
972,668
300,278
437,181
698,867
719,192
994,553
421,932
665,441
723,641
501,234
696,318
720,974
973,707
161,741
958,628
210,279
596,398
383,497
988,104
248,937
244,316
647,623
246,301
403,994
842,358
247,929
523,209
367,239
803,552
177,511
569,853
516,914
397,333
528,207
911,471
192,436
377,709
977,992
269,491
249,930
468,105
759,322
228,496
105,255
371,848
193,183
694,430
718,655
941,835
180,579
435,938
150,789
130,220
623,201
859,959
143,566
687,733
955,821
633,580
952,394
429,847
220,201
434,518
722,913
452,405
866,240
590,842
170,380
201,495
291,916
159,365
436,515
359,241
750,715
883,558
869,117
197,146
749,587
911,654
135,347
934,879
185,904
496,271
791,853
466,932
786,737
273,698
543,653
806,207
660,597
588,810
966,746
402,231
344,518
123,615
338,814
654,541
794,585
835,380
853,763
904,416
595,832
805,560
252,879
705,558
817,605
106,761
263,133
974,925
988,668
506,817
238,673
243,510
208,509
120,921
601,269
151,875
977,814
297,635
993,568
170,407
458,121
891,160
829,717
842,879
291,995
238,569
556,856
181,868
113,950
273,590
556,945
516,423
713,589
406,301
852,820
740,114
825,465
833,373
871,815
686,969
640,122
300,105
709,106
455,871
853,764
836,310
629,611
431,556
169,104
984,648
882,967
463,904
699,702
705,327
791,539
562,675
620,969
457,209
698,808
237,198
306,657
880,758
333,740
152,848
924,198
809,742
756,984
739,469
917,318
135,130
940,924
737,868
977,950
294,888
157,336
186,858
387,350
156,336
132,183
848,622
798,738
785,564
137,795
218,998
398,636
897,427
495,766
235,841
170,846
270,951
504,528
769,157
467,742
136,975
664,193
235,814
378,553
666,118
446,131
809,517
766,675
498,638
346,103
116,274
133,493
290,460
791,143
694,782
688,754
313,719
842,111
601,650
891,769
308,716
116,207
722,290
166,166
666,918
920,262
990,963
909,524
580,939
241,127
614,729
239,352
367,911
572,195
334,652
820,690
254,607
209,413
352,186
796,516
894,283
648,380
417,208
427,425
617,745
890,399
583,338
256,406
818,298
371,705
267,811
733,139
620,821
386,880
564,703
732,674
878,437
646,406
272,545
779,572
831,441
819,519
545,192
934,811
176,818
932,711
906,566
562,711
920,966
387,825
186,327
906,401
797,655
395,782
959,756
949,903
261,569
717,549
476,778
860,746
579,598
767,555
507,447
661,858
130,639
586,696
816,392
904,135
789,366
420,193
955,466
326,449
253,486
848,806
335,550
358,732
749,725
142,449
425,143
975,149
709,597
131,735
694,817
146,254
591,130
600,380
719,816
872,768
349,573
863,551
505,393
119,178
672,185
694,755
456,637
438,477
956,935
940,415
160,583
171,334
763,822
981,548
692,322
773,280
952,351
244,421
252,919
106,736
732,117
792,379
276,476
112,805
904,801
390,427
147,860
170,340
153,374
503,131
787,484
280,421
845,423
941,389
842,894
397,473
688,169
198,672
856,266
949,327
511,287
901,989
452,399
802,447
949,918
810,272
747,290
515,990
346,660
852,121
620,422
916,847
199,708
228,910
611,854
698,349
324,646
676,603
189,757
279,145
531,145
219,434
106,993
229,912
717,835
917,965
500,248
658,104
324,898
984,689
493,527
832,520
345,284
402,692
300,494
108,157
163,504
426,902
355,760
948,476
429,929
919,379
474,884
787,498
420,958
407,230
464,123
616,762
272,688
439,644
500,381
411,862
152,142
840,605
244,723
365,987
489,798
569,236
915,645
170,909
388,191
301,912
497,969
260,872
466,941
336,126
321,466
778,282
905,463
267,609
328,735
688,263
865,386
547,735
932,920
990,784
143,736
430,522
611,361
983,375
501,457
981,178
617,952
462,380
248,369
870,318
337,342
239,761
466,675
715,393
313,324
865,394
538,960
858,123
301,800
925,261
244,983
590,283
984,256
161,363
106,596
494,920
823,160
825,652
919,384
231,841
544,684
415,229
751,470
638,180
938,614
696,193
654,238
225,119
752,282
501,130
634,824
432,641
292,990
162,975
721,213
217,916
209,548
210,358
316,644
339,599
605,889
973,178
233,550
478,539
924,474
740,809
114,220
121,680
643,807
272,970
288,708
394,753
337,123
786,248
824,840
421,683
100,473
200,898
254,557
433,148
906,904
155,901
121,130
173,998
679,374
500,408
729,439
290,898
574,708
159,193
337,243
248,515
581,710
468,709
870,225
200,900
713,664
475,495
126,638
552,978
100,402
356,651
913,258
499,238
827,322
239,191
313,803
981,191
141,739
762,530
970,359
430,969
669,739
495,836
706,419
607,114
656,550
264,304
748,700
282,167
266,378
574,309
319,480
909,241
295,906
434,811
475,859
587,868
534,340
894,116
352,947
851,320
692,311
663,487
538,325
526,813
145,940
457,417
533,893
339,116
851,566
525,682
229,748
951,979
633,474
382,352
595,689
421,626
398,485
159,169
373,237
851,879
285,165
600,558
429,731
983,465
765,806
814,643
583,569
574,845
845,204
254,846
707,740
809,172
148,870
663,906
974,344
395,873
735,514
230,295
760,160
732,189
248,441
704,929
331,967
116,958
859,112
293,805
372,609
659,194
901,433
828,368
115,294
902,115
166,428
976,684
515,498
975,768
943,658
237,630
392,561
810,641
810,372
555,528
710,211
390,979
531,422
636,255
371,391
850,722
725,524
987,171
650,665
729,864
195,408
997,879
226,834
117,559
643,868
172,532
418,569
195,317
388,241
127,473
869,924
887,970
508,533
851,879
170,836
631,263
826,457
533,963
764,405
497,111
610,180
754,869
416,328
648,254
220,405
156,952
197,102
503,742
253,110
676,892
546,961
401,253
637,123
926,948
666,960
813,220
148,478
546,989
727,274
755,316
729,839
156,171
969,699
664,424
878,598
435,371
874,416
583,547
911,704
970,701
668,609
888,702
733,584
876,280
404,549
806,516
614,954
111,909
581,452
574,143
849,419
870,493
305,400
629,183
624,700
592,634
816,676
391,513
993,362
480,774
863,333
475,225
617,933
949,628
383,914
519,265
849,553
651,853
616,692
505,330
828,574
903,960
803,117
929,736
464,248
177,882
664,240
200,999
578,368
437,206
681,521
666,154
165,475
781,224
274,195
877,399
398,256
509,894
947,673
834,888
998,404
423,976
512,766
593,223
545,817
713,401
679,827
520,642
227,704
154,926
478,648
395,579
457,421
430,580
336,590
840,191
387,613
648,495
276,407
140,686
258,305
969,703
937,952
102,479
509,113
128,881
200,634
609,520
982,349
783,861
994,472
330,637
320,288
452,895
632,262
754,203
620,390
919,320
791,286
980,495
910,216
341,512
208,819
522,546
457,854
351,568
702,795
195,340
759,255
505,307
650,274
660,923
166,332
212,853
153,948
353,813
273,463
392,536
227,504
291,214
565,641
292,382
572,677
511,419
709,895
458,968
968,558
652,366
325,371
897,314
351,615
499,218
240,698
276,301
641,844
716,506
122,946
626,691
738,959
765,614
105,204
939,547
721,797
171,152
767,954
567,215
306,915
887,317
918,959
258,333
283,127
680,535
257,137
262,224
764,615
790,590
831,466
122,678
347,209
740,228
949,627
480,793
578,268
804,587
740,407
981,774
256,459
913,246
573,838
379,168
239,450
565,835
638,624
970,626
755,446
356,426
800,202
223,709
533,863
249,760
268,361
319,987
270,153
498,731
744,214
842,273
778,912
830,701
464,822
233,530
466,516
291,152
818,114
347,260
228,754
774,845
928,438
920,991
642,135
533,489
272,488
377,192
726,987
297,929
484,776
804,478
913,186
304,501
346,662
314,835
668,669
575,857
952,964
734,882
376,734
646,137
799,796
269,709
572,892
767,169
218,160
235,938
720,291
749,646
850,955
284,235
375,413
370,481
913,519
580,142
596,593
532,732
629,161
621,200
262,369
113,458
723,857
969,757
387,797
721,432
512,546
402,232
809,306
482,802
969,826
344,384
302,615
249,124
525,853
979,706
205,637
204,597
809,290
675,584
780,129
338,917
142,293
592,131
158,196
926,590
226,960
316,199
412,196
702,706
974,469
545,227
966,652
624,127
501,322
237,146
461,401
449,977
158,330
336,175
237,748
906,116
871,642
447,462
186,674
227,784
452,534
107,692
100,666
279,296
935,477
983,743
185,935
867,562
660,550
892,190
360,552
416,342
454,887
322,927
872,740
498,827
884,720
994,989
816,205
509,131
923,845
210,344
955,849
692,621
125,636
533,715
223,497
687,697
369,838
668,964
139,949
691,305
288,131
830,276
369,651
501,446
736,295
896,338
707,513
340,743
153,976
876,191
811,923
597,457
257,804
906,339
467,533
867,818
890,158
869,284
923,447
879,824
383,219
663,148
961,131
805,431
475,949
487,567
233,556
691,582
774,150
859,375
489,238
516,698
573,880
926,278
415,311
154,424
294,787
181,752
664,360
917,377
472,117
989,603
563,660
175,619
968,676
116,673
508,614
916,453
925,478
662,297
528,106
926,740
924,129
753,171
439,195
363,585
947,257
431,555
964,652
631,846
674,374
447,431
904,364
709,853
735,499
358,172
524,546
600,809
165,104
977,367
450,767
535,930
943,387
755,483
922,255
869,632
503,791
823,949
871,696
392,848
171,508
983,466
143,193
592,998
512,703
140,601
508,466
366,484
686,709
991,820
495,765
987,732
561,408
536,790
197,633
747,353
190,231
762,213
350,831
564,546
501,845
146,533
510,715
175,160
398,599
461,419
288,454
854,546
937,743
174,115
219,103
947,703
620,103
786,127
786,306
906,603
610,922
743,884
885,271
726,106
229,355
449,374
471,405
188,609
316,675
107,971
305,211
632,594
280,902
271,637
208,832
242,933
281,115
223,376
873,783
650,575
499,601
476,979
601,412
876,815
604,325
792,370
141,376
830,338
196,728
545,231
346,780
913,576
144,315
191,206
619,998
379,738
725,542
892,607
118,465
430,853
640,500
439,924
945,456
887,434
667,684
780,153
147,322
753,277
998,627
664,826
135,963
809,909
928,374
118,126
800,259
694,299
887,855
668,849
744,544
898,295
166,433
577,126
702,985
919,448
815,315
215,950
588,266
410,276
898,595
411,902
466,463
916,230
333,818
772,501
179,828
740,715
343,495
924,993
891,258
423,926
901,161
861,707
755,499
271,551
970,666
166,343
139,742
529,443
898,371
140,985
200,126
542,593
345,642
803,707
871,249
816,490
182,962
112,601
298,344
768,932
325,648
541,688
831,407
378,510
284,506
302,436
834,264
254,188
796,262
382,619
290,226
310,316
718,859
768,588
208,741
988,605
440,593
431,963
901,526
393,329
417,238
419,148
329,611
358,117
874,678
268,203
471,348
481,626
787,418
277,476
734,523
952,207
883,261
130,224
129,983
516,955
849,960
893,683
193,493
511,257
960,826
610,385
598,262
730,555
599,846
748,328
151,706
197,579
936,895
207,112
409,958
644,764
177,325
925,485
300,574
118,348
128,472
349,529
229,802
309,972
761,264
465,450
141,737
259,154
670,994
150,894
582,823
660,890
325,257
352,669
291,858
279,726
831,856
918,838
672,959
495,150
969,831
967,239
399,689
866,782
987,188
366,450
427,236
631,167
314,629
914,696
630,925
354,839
160,319
893,850
216,403
453,538
302,319
898,340
514,527
416,805
190,921
711,865
520,471
211,604
626,659
286,981
791,928
221,897
546,714
960,650
562,793
511,475
530,122
407,821
848,962
500,545
907,100
290,742
467,356
565,736
349,172
699,123
536,838
195,459
948,790
843,764
893,181
370,496
480,213
865,468
110,362
186,673
615,801
598,159
603,986
468,635
750,984
958,977
696,160
358,464
990,593
679,305
609,285
147,439
358,546
841,269
561,954
725,514
504,913
740,249
862,899
881,714
260,120
436,141
116,411
404,999
789,248
989,125
681,445
679,533
233,828
679,285
524,466
108,164
768,462
677,269
396,144
420,363
876,193
472,308
456,522
901,662
869,636
636,199
533,517
362,722
851,817
641,562
654,789
147,358
451,826
588,895
507,557
455,490
271,919
140,444
500,476
458,957
842,632
485,494
401,884
711,452
156,413
581,374
480,925
871,553
211,347
796,361
784,169
214,381
318,228
823,147
601,868
250,982
130,103
606,360
525,967
575,906
139,176
445,759
622,227
567,979
709,925
121,874
981,250
793,995
763,101
860,518
352,955
724,478
311,850
262,261
696,105
485,812
254,666
366,972
189,799
361,869
799,341
815,110
526,615
134,307
188,934
264,659
704,707
393,895
606,397
247,994
511,507
745,930
320,661
181,258
122,360
438,985
772,115
621,993
268,752
450,434
457,445
505,531
210,487
999,189
917,124
840,433
535,632
670,303
426,518
399,886
747,824
163,376
233,483
764,647
595,458
346,929
508,396
259,690
465,762
877,767
803,772
884,755
770,680
872,238
940,344
780,532
849,535
771,480
317,110
308,198
184,505
585,221
328,387
709,574
848,330
435,876
269,175
381,257
183,501
725,636
254,905
266,434
745,270
833,998
274,133
556,114
724,855
553,832
939,413
159,985
935,411
655,424
697,209
864,875
447,423
418,335
687,515
684,782
576,591
865,810
212,648
246,126
545,885
729,528
320,433
431,319
946,768
983,579
615,813
692,264
730,391
959,983
187,114
136,769
586,275
114,869
148,651
545,240
173,495
583,163
758,760
445,104
110,182
438,945
184,633
649,379
801,185
915,650
519,948
219,758
667,667
689,161
133,139
772,974
960,285
782,264
917,950
818,957
498,916
937,743
581,370
246,358
886,254
485,979
835,227
655,307
436,559
140,560
647,165
801,114
790,533
493,870
401,995
315,562
780,865
654,820
157,375
466,937
672,853
322,167
803,605
776,396
971,627
677,192
894,292
643,659
434,686
983,109
524,768
400,554
631,330
449,399
608,485
867,181
130,117
500,505
504,560
805,541
847,483
979,124
545,536
353,297
425,353
109,750
227,432
551,745
777,587
207,302
935,198
392,129
304,143
422,361
393,987
539,316
139,329
523,445
599,738
939,415
733,660
857,824
268,492
518,957
344,600
668,762
245,965
239,511
490,957
315,692
825,932
349,842
889,814
685,167
939,699
173,205
258,942
595,545
448,772
802,780
162,831
876,629
540,284
906,173
699,295
783,669
330,579
686,605
343,243
571,210
870,121
471,805
459,124
258,531
852,301
204,320
549,699
727,529
655,848
105,784
138,127
194,175
281,494
850,193
779,752
242,724
878,948
664,874
677,682
140,577
302,743
858,591
733,362
762,827
434,743
589,289
892,828
547,135
616,401
888,189
858,225
104,495
322,737
430,555
770,683
199,557
297,550
596,398
395,968
771,721
570,556
984,139
132,667
947,178
955,532
213,663
200,491
944,856
278,264
718,922
318,692
560,679
814,708
160,749
298,790
516,123
123,900
532,905
204,922
424,296
954,723
606,516
526,751
158,483
889,750
149,358
379,166
449,378
312,982
106,527
530,864
665,734
300,127
987,963
746,662
906,716
857,622
259,917
572,115
881,628
914,918
999,158
354,869
302,610
573,875
957,414
773,709
618,332
656,792
760,674
346,605
177,235
456,343
979,565
113,986
815,293
206,573
663,669
148,262
906,853
521,723
500,210
727,644
415,502
999,270
861,591
955,970
282,150
823,492
121,823
709,571
608,561
448,364
802,458
154,563
320,714
525,265
960,414
999,174
114,240
813,229
189,785
288,175
183,878
355,584
734,292
868,909
244,338
290,597
287,614
830,678
597,110
145,151
941,703
147,560
848,147
782,481
109,701
889,543
718,129
760,745
930,549
445,411
497,887
232,797
420,728
449,366
569,899
496,593
153,812
656,679
344,839
425,844
380,710
223,362
880,601
868,349
366,217
917,807
540,143
816,283
526,565
838,714
999,721
387,250
355,496
437,865
410,914
748,899
366,164
583,159
530,456
114,623
664,326
857,460
528,178
319,656
583,471
515,662
307,666
525,172
358,984
925,844
409,526
251,407
410,448
773,226
903,944
962,368
798,699
229,517
257,342
124,636
641,825
364,841
984,893
830,345
918,215
409,753
382,370
307,167
887,943
578,922
711,502
998,216
336,672
678,906
808,468
138,667
426,645
744,270
786,732
357,673
338,418
679,200
473,954
361,986
887,731
769,103
996,209
305,452
440,749
827,929
318,347
745,157
643,160
350,684
378,522
468,554
471,263
800,489
547,551
248,762
170,542
767,624
284,290
929,288
183,470
117,904
168,155
452,340
181,668
718,546
706,465
115,682
570,328
313,440
639,497
370,937
907,913
879,423
933,114
613,667
675,616
909,711
280,378
257,454
823,948
249,992
899,693
266,209
560,367
640,285
838,528
268,311
937,908
827,340
828,535
870,967
664,670
975,233
988,259
704,304
976,337
681,430
988,663
868,879
635,767
618,813
964,998
581,920
945,589
370,506
259,217
336,906
586,127
695,269
621,466
339,652
444,312
391,314
794,327
793,305
365,760
103,291
758,361
451,991
452,611
919,867
965,717
758,653
540,354
350,542
132,422
577,762
704,539
819,466
787,528
419,265
799,172
820,152
973,415
774,357
801,903
360,616
594,573
472,238
808,767
393,314
931,618
446,629
612,341
683,448
284,402
545,771
676,604
527,992
467,431
727,501
101,947
259,652
933,779
615,510
156,205
397,511
216,574
433,877
579,851
746,306
132,306
796,386
877,691
841,410
377,549
730,570
108,645
786,221
543,783
782,507
704,365
756,388
896,407
391,438
694,493
958,718
194,821
788,375
585,348
533,245
698,953
793,518
224,280
167,751
702,773
711,595
794,516
285,979
601,183
534,882
270,229
342,492
226,300
921,852
966,435
258,468
283,653
548,201
887,933
661,970
702,943
996,420
839,550
243,214
327,881
459,955
334,794
755,524
887,874
101,783
804,371
231,405
982,155
646,674
456,850
286,518
237,813
258,655
704,164
296,600
807,418
635,410
244,970
499,601
298,317
253,562
126,314
213,807
563,762
652,686
114,644
845,548
443,550
130,534
884,500
984,815
709,569
963,289
564,617
317,902
371,520
244,368
331,724
318,231
988,266
236,391
421,519
658,954
348,844
264,554
978,348
155,456
777,317
569,175
788,994
990,821
896,626
563,900
236,853
973,725
325,843
444,233
485,808
514,333
319,619
395,547
567,463
418,992
635,417
862,677
232,987
413,590
355,372
450,769
491,108
296,231
500,772
787,303
784,703
194,429
906,987
627,528
610,663
441,970
230,694
667,161
693,318
642,902
212,469
712,649
132,793
927,296
146,500
686,617
201,213
982,315
550,401
387,599
690,420
474,695
690,874
123,689
782,367
266,198
588,546
906,468
211,492
365,378
646,232
822,312
574,336
452,306
353,600
355,749
973,566
532,678
840,110
973,228
482,341
794,726
816,191
251,764
826,678
107,212
484,773
336,542
377,928
955,769
991,484
230,195
726,116
153,640
956,569
517,186
543,776
784,493
383,587
669,534
114,926
878,775
522,236
539,528
817,359
682,366
642,195
611,259
640,411
680,142
624,998
855,702
473,338
183,412
240,833
646,463
584,318
974,630
402,245
765,636
898,572
662,994
888,653
136,661
301,568
367,984
347,172
508,229
198,408
264,217
696,338
894,641
686,357
981,697
141,732
932,358
260,383
768,767
819,396
709,399
243,429
411,869
955,119
779,258
176,146
494,264
874,286
490,976
505,252
667,205
174,875
855,230
907,884
978,188
162,772
137,561
868,597
556,850
488,289
800,300
469,172
647,999
937,622
370,115
302,628
870,419
368,456
776,245
670,641
521,963
561,650
573,561
189,256
911,897
554,253
686,224
147,310
728,900
279,988
679,330
163,438
399,952
662,231
330,469
598,241
147,188
420,518
912,498
626,772
396,767
765,280
998,889
153,687
895,519
134,238
890,346
952,280
858,189
801,606
742,874
210,816
430,582
289,237
260,800
749,163
767,574
299,699
869,635
344,792
441,312
697,547
142,122
940,435
873,467
627,353
554,198
858,171
940,113
204,593
393,820
272,161
758,356
206,847
987,714
985,265
602,377
450,360
125,831
418,262
469,794
220,663
583,843
549,168
252,922
365,913
260,913
745,827
282,301
849,703
849,331
970,919
984,567
432,961
808,989
147,314
981,611
857,167
811,244
676,602
132,639
316,940
293,213
890,877
445,265
684,424
531,925
815,842
194,184
969,229
243,364
165,505
775,342
686,999
470,495
766,242
645,632
964,273
358,318
865,531
850,216
699,524
383,845
202,442
345,812
198,395
467,882
719,124
336,859
962,517
579,194
971,584
896,823
345,374
212,206
591,811
323,350
634,564
422,806
824,586
123,532
182,920
862,897
642,894
403,656
892,444
822,936
572,507
309,758
231,717
417,422
500,973
525,209
165,146
881,430
737,706
555,538
859,969
757,725
694,859
436,532
439,732
732,255
825,210
926,550
389,444
968,729
578,910
209,255
195,880
932,818
745,175
968,746
734,541
749,127
665,822
941,233
124,214
723,158
165,811
330,212
912,681
998,434
623,451
611,610
806,486
797,536
366,208
210,741
926,899
678,913
469,619
160,181
856,561
574,714
359,660
586,485
211,139
983,133
710,288
295,598
172,444
658,447
127,741
784,108
299,780
239,991
182,257
205,445
811,332
922,908
937,553
542,467
389,467
446,389
268,683
788,890
643,483
500,289
386,180
464,675
540,130
956,214
419,228
293,467
303,673
513,430
612,819
290,902
799,351
714,237
401,539
676,265
595,770
468,124
306,843
651,132
786,557
281,253
299,754
507,289
966,797
600,360
705,498
575,243
942,241
956,740
775,302
142,829
259,274
400,138
896,337
575,636
385,992
283,996
102,996
453,179
245,632
876,241
921,371
158,162
620,398
348,630
986,142
541,323
328,768
993,171
197,910
357,720
217,250
841,899
560,669
858,633
596,868
574,232
535,491
757,265
700,834
740,107
897,587
757,689
362,362
217,124
732,552
200,213
423,794
457,255
345,777
156,486
209,190
331,273
894,421
381,547
988,279
620,559
151,226
597,732
825,236
652,184
660,288
338,484
530,209
389,681
347,511
825,816
446,598
758,667
446,397
934,111
324,350
886,306
685,745
776,832
646,143
155,527
866,371
117,368
312,534
947,781
384,317
705,315
602,521
237,153
904,509
775,694
301,915
322,785
899,865
241,963
679,901
815,578
252,951
399,976
354,948
581,503
834,170
497,381
254,944
333,567
669,381
433,822
450,657
491,207
737,521
783,871
742,363
785,621
415,192
978,993
164,837
800,589
622,888
750,747
851,995
973,343
454,802
516,113
333,301
439,892
268,507
546,215
531,618
159,784
843,253
892,876
252,569
423,409
713,579
745,825
143,685
590,586
414,955
749,219
771,211
848,507
319,878
785,310
845,859
335,773
795,214
962,600
376,116
563,159
560,428
610,313
145,492
337,510
381,562
732,859
108,195
123,265
582,539
470,201
665,676
835,717
334,968
754,188
636,807
215,183
792,572
368,213
622,372
673,546
140,124
684,875
110,745
732,206
579,858
835,156
821,830
213,939
354,900
755,457
197,658
203,903
436,162
901,678
888,509
349,263
752,516
396,957
365,329
241,477
980,836
818,972
483,493
319,355
475,928
347,449
324,641
323,836
503,227
651,993
973,765
922,257
981,351
537,779
697,580
102,337
873,360
334,201
410,428
762,968
689,167
349,790
438,918
936,456
377,225
790,191
366,179
796,175
690,851
925,933
331,435
491,303
888,393
474,296
307,734
245,984
350,172
832,589
693,742
392,612
285,998
586,626
638,637
793,206
235,444
333,449
866,901
115,849
741,175
412,398
364,673
499,684
206,754
195,746
846,100
817,690
631,109
251,400
883,994
285,937
378,774
612,438
852,125
322,168
332,274
847,555
311,251
730,101
410,392
809,222
165,184
379,147
497,318
729,995
407,648
638,695
479,407
915,168
988,151
197,405
235,894
593,831
232,778
702,928
749,977
273,249
415,901
779,506
118,449
522,873
809,444
767,810
665,118
324,721
832,360
155,689
765,754
680,446
975,998
700,428
820,971
540,902
297,531
895,291
475,295
352,332
752,661
173,998
131,607
884,221
865,452
548,463
220,933
743,290
682,603
622,893
402,769
161,193
561,522
259,926
694,576
980,572
664,370
835,528
542,821
444,473
774,439
290,860
352,901
183,525
857,802
410,810
354,593
832,422
639,968
395,547
827,849
813,166
940,849
890,852
216,725
580,817
718,382
756,903
913,591
483,359
121,149
422,943
599,746
563,379
777,456
399,476
126,253
913,868
842,367
479,360
680,560
547,502
510,373
614,257
378,813
962,559
936,336
666,115
199,656
369,712
139,782
925,595
458,818
904,669
770,499
710,171
966,381
768,685
322,749
157,146
419,744
846,242
245,630
489,443
818,725
196,988
610,775
477,688
736,904
183,542
399,720
202,722
336,581
701,994
899,507
991,308
334,931
116,212
519,556
116,553
806,817
319,407
718,642
385,876
452,818
180,662
591,428
693,426
935,951
801,401
412,920
720,778
552,989
468,322
177,932
381,134
233,896
816,953
894,672
742,852
521,382
310,432
261,474
508,177
726,530
997,100
481,832
729,294
102,215
882,577
902,100
808,774
554,710
410,152
857,824
270,773
823,418
231,308
269,631
477,102
925,532
156,241
582,772
844,618
780,180
529,786
899,820
569,195
398,431
937,663
809,930
920,314
202,289
129,726
433,215
518,335
853,138
565,754
909,741
335,817
827,943
915,699
252,923
788,844
723,906
692,603
901,985
725,853
749,282
345,745
351,979
145,132
132,159
312,411
964,975
389,272
906,931
124,188
415,266
785,115
192,886
464,970
500,975
127,295
881,373
398,376
474,802
561,106
344,503
125,788
270,111
737,132
553,860
454,314
315,158
465,674
944,206
885,253
738,545
941,411
466,286
725,998
795,615
344,539
355,888
257,307
574,437
101,808
474,327
324,980
349,635
104,295
615,362
285,188
900,517
185,299
147,595
530,695
233,628
896,851
410,520
107,868
650,727
712,731
439,357
953,955
953,442
208,203
377,399
902,747
813,295
217,249
658,971
200,446
294,738
318,244
123,579
366,306
703,982
349,765
925,483
659,681
563,160
903,968
564,367
902,691
583,377
398,306
588,561
213,742
736,468
463,862
152,330
965,808
995,764
203,183
113,408
391,833
154,544
768,573
242,478
768,368
720,432
261,968
518,154
193,104
999,564
965,707
566,879
629,562
490,698
448,102
531,987
674,546
476,233
751,887
635,360
597,617
464,993
437,281
549,571
340,625
570,752
575,934
531,785
553,375
810,604
694,878
177,389
347,966
776,796
448,880
490,163
197,208
393,351
271,291
859,608
405,278
812,714
781,459
669,631
993,443
191,649
123,724
153,918
292,263
291,522
765,523
140,418
700,681
532,906
880,951
151,693
391,119
500,436
305,375
776,876
727,318
498,445
728,438
605,876
197,282
892,276
693,295
525,805
684,462
255,402
260,296
127,493
486,751
108,582
909,514
575,354
735,810
343,920
426,794
844,718
912,772
456,915
114,984
549,939
642,846
106,346
910,932
772,310
481,463
728,556
476,398
755,176
394,281
527,947
501,683
255,986
372,790
434,279
598,990
857,102
733,933
160,753
282,852
158,833
989,583
548,642
510,573
174,631
520,190
201,234
708,940
804,427
581,206
623,581
607,752
565,204
998,632
438,365
545,102
473,201
322,706
120,232
450,144
558,344
263,711
361,547
231,850
152,420
783,858
786,902
207,659
879,707
285,343
405,793
808,599
594,478
571,852
632,451
166,382
749,824
537,315
247,186
611,410
146,266
524,693
635,155
682,435
546,907
992,660
453,176
168,952
449,242
158,153
704,374
516,949
200,669
372,725
451,299
302,844
976,635
920,895
127,630
397,923
839,465
178,652
899,767
807,973
584,139
413,170
672,196
969,816
647,772
414,494
934,476
845,159
365,493
777,839
555,534
421,748
827,431
470,768
435,970
471,950
217,710
867,264
251,329
814,886
566,975
171,937
723,572
670,594
443,622
245,646
944,687
666,176
892,271
402,799
307,817
298,431
487,657
758,235
