T_i,B_i
433,774
210,887
471,963
710,961
663,178
903,979
913,282
265,748
442,214
854,390
966,331
371,247
610,100
441,585
235,925
180,379
552,652
874,415
715,754
644,161
362,655
128,341
271,690
799,373
476,995
919,451
116,724
264,678
776,745
396,614
656,997
744,817
789,765
597,140
229,219
374,237
429,945
305,765
497,272
354,601
440,853
568,244
520,874
804,842
710,722
188,645
202,324
790,228
876,117
830,781
796,976
976,781
495,652
233,728
644,335
697,756
509,430
685,414
359,758
490,579
575,826
368,282
448,856
741,540
355,803
766,326
558,762
242,762
882,557
594,584
760,419
706,921
384,957
928,436
974,187
502,840
230,277
731,449
803,779
506,527
983,816
754,666
857,823
114,101
570,287
157,670
772,853
472,530
528,560
408,391
314,206
292,933
936,976
604,891
638,726
110,365
975,880
289,363
559,932
427,493
487,851
412,906
603,270
890,467
239,839
381,870
926,943
700,929
458,174
903,136
969,194
745,280
922,350
114,954
131,111
606,876
830,407
231,320
802,563
418,299
987,890
978,328
101,916
851,391
136,214
710,643
545,314
447,564
369,537
298,860
989,393
836,780
931,501
637,637
831,493
138,495
594,467
655,112
458,655
673,121
711,513
465,262
711,116
805,781
803,569
704,304
353,230
341,275
799,714
141,502
749,325
735,784
680,815
894,895
633,960
793,583
634,864
951,280
931,779
500,823
136,252
101,699
535,540
687,756
756,390
554,153
197,681
783,337
759,200
558,115
865,773
848,948
139,851
548,563
975,450
629,264
608,940
856,641
109,475
432,774
147,623
232,832
771,928
441,955
928,765
620,552
121,177
386,902
915,636
439,678
440,907
956,197
571,190
584,115
262,731
870,917
107,164
631,763
789,415
979,482
401,111
475,596
319,185
707,862
909,133
208,275
128,167
931,649
652,518
313,654
335,931
551,658
869,967
927,960
100,841
717,472
744,983
850,118
964,814
695,252
587,489
757,217
885,237
730,950
921,187
351,577
261,208
611,105
739,879
156,634
606,856
292,497
546,969
672,558
200,593
240,476
317,445
651,549
812,845
949,651
807,564
907,963
506,900
461,987
950,293
368,557
902,374
854,130
411,339
399,205
600,289
645,860
585,338
592,248
150,690
477,534
109,516
529,790
135,127
435,460
895,623
909,406
962,257
866,825
482,752
446,148
652,814
471,973
997,829
886,749
291,505
604,579
894,236
628,461
741,850
191,789
535,658
958,589
811,414
619,856
686,146
372,318
520,714
753,456
555,231
829,611
809,265
678,958
308,562
494,459
337,214
350,361
325,591
876,385
829,650
670,119
715,980
825,202
907,198
396,298
876,263
348,274
636,452
360,479
518,767
788,977
154,180
674,825
220,766
574,262
974,284
301,911
704,419
636,913
957,649
213,803
233,571
984,523
468,505
530,206
756,392
397,164
229,123
670,575
426,733
845,370
559,118
238,778
680,965
977,200
429,133
139,709
395,192
106,766
356,820
487,409
387,880
672,304
142,974
722,614
642,889
722,152
132,333
806,320
657,186
701,768
195,813
271,527
654,467
324,300
617,436
792,381
794,796
673,205
385,231
953,391
547,898
843,446
132,590
976,658
491,101
271,421
697,262
449,859
826,756
455,870
760,835
589,166
315,445
296,109
826,533
437,454
467,491
174,906
633,504
268,370
919,418
181,966
873,978
245,723
700,972
904,855
781,209
642,824
185,977
874,545
837,685
302,348
119,947
770,652
418,731
336,507
985,832
903,212
155,777
583,977
967,212
491,116
929,404
131,669
245,581
359,312
541,207
195,721
730,731
570,329
282,375
869,550
490,321
915,628
941,563
380,462
837,223
169,539
462,386
509,230
195,454
764,555
266,574
997,873
900,245
957,495
696,711
336,867
962,239
988,622
638,111
436,196
370,617
431,386
152,980
885,709
336,409
860,783
112,890
261,944
173,211
795,394
365,958
945,802
182,806
312,196
842,868
347,611
407,949
527,841
399,381
847,169
898,583
732,798
531,818
548,335
700,244
120,263
903,908
280,881
410,170
659,432
713,720
894,945
358,508
688,540
593,719
721,220
572,564
135,541
730,362
982,432
603,847
810,408
337,378
391,569
262,694
901,107
207,432
280,132
495,498
900,167
459,288
355,826
396,527
164,717
950,289
200,199
500,698
750,778
318,380
980,441
181,145
968,542
819,424
130,537
978,779
932,843
919,459
688,117
549,137
590,707
814,846
721,731
506,524
670,876
670,471
794,238
235,745
816,296
221,586
156,525
918,760
429,765
347,774
152,443
710,626
627,826
305,799
704,246
656,200
921,504
218,701
390,816
231,420
256,258
432,263
885,162
537,484
493,740
239,164
847,879
799,356
477,570
512,705
570,112
292,436
781,144
171,939
141,418
259,501
510,955
500,199
384,209
479,963
648,998
667,183
119,405
646,589
812,521
625,767
819,789
122,799
356,821
377,209
356,111
212,707
351,153
531,654
354,705
940,574
908,706
575,324
480,686
905,780
105,356
324,552
740,719
358,895
649,341
658,215
678,873
499,221
306,862
578,306
415,935
559,660
437,566
942,380
337,506
313,967
236,211
923,472
705,550
495,256
268,428
305,986
444,974
626,347
702,628
952,325
353,920
424,267
750,328
470,416
966,401
918,321
372,971
380,609
524,221
842,371
785,729
598,631
603,776
973,166
355,297
401,796
518,889
641,536
765,761
944,753
705,638
251,551
136,452
307,444
293,597
757,177
318,920
401,422
211,370
480,270
477,564
870,461
336,237
850,119
357,396
518,682
838,633
954,750
888,872
621,916
398,206
920,272
623,335
464,711
586,798
711,411
972,104
214,689
259,647
927,475
780,231
484,987
998,678
940,803
394,831
339,464
590,854
130,848
805,256
162,985
458,936
861,927
778,867
177,150
505,156
349,603
790,111
460,251
316,968
977,883
304,444
654,374
900,322
838,712
551,521
834,879
180,698
181,120
769,687
300,601
675,404
268,743
245,381
600,293
641,604
998,290
158,989
974,550
911,689
324,909
120,665
726,216
555,233
899,382
990,133
277,440
985,837
909,974
171,745
186,480
369,226
305,813
205,544
251,129
694,679
819,971
453,962
701,316
700,186
572,766
496,816
770,724
326,920
869,174
268,225
692,896
748,420
566,289
370,766
742,220
837,920
755,273
961,550
357,364
145,939
288,284
425,465
112,471
644,405
681,870
403,802
616,244
825,965
135,681
608,458
415,793
289,761
654,124
629,634
433,329
294,350
251,455
135,174
995,823
441,194
271,846
120,857
582,546
375,989
950,323
184,320
350,679
852,937
646,983
677,808
565,282
343,850
845,782
768,168
258,750
626,561
612,197
974,365
226,827
145,534
900,598
308,840
713,261
652,862
281,383
751,113
233,998
136,398
462,831
404,380
155,560
372,350
230,990
378,146
662,712
794,962
362,709
619,300
856,879
985,869
215,857
338,461
461,145
570,963
485,965
443,784
844,210
524,925
755,121
136,137
869,793
533,507
444,842
170,677
968,389
935,259
240,800
303,225
855,494
471,112
951,560
210,585
421,768
275,414
376,527
670,699
700,283
524,927
327,993
315,149
126,407
716,954
269,880
196,197
110,467
568,591
219,655
869,663
123,143
429,707
459,340
517,399
783,370
558,142
525,944
854,325
838,152
980,817
944,634
147,894
300,606
151,723
323,646
829,333
684,100
445,629
238,338
418,938
346,698
459,563
561,420
448,279
178,328
154,406
109,416
517,678
818,123
472,543
962,745
858,855
130,577
667,397
596,284
244,202
269,348
725,148
179,662
947,303
242,615
342,690
244,337
398,185
849,869
427,868
809,410
298,664
293,311
206,445
592,929
463,212
149,799
336,170
779,506
812,990
810,260
145,432
751,573
707,756
640,870
998,441
795,551
387,273
797,285
834,408
683,916
701,413
629,749
601,487
474,435
804,795
896,751
909,181
539,632
260,754
214,980
393,903
590,416
860,842
194,603
633,329
486,901
490,857
838,309
546,179
700,904
898,761
623,768
852,106
479,857
985,967
666,490
635,567
492,725
535,609
532,419
754,841
226,597
847,429
535,275
194,187
129,830
771,286
375,473
437,603
108,883
456,487
638,691
322,588
991,221
863,715
876,722
535,298
955,235
507,816
259,950
364,953
386,279
340,304
944,125
427,253
344,959
405,975
743,609
962,211
261,227
344,402
435,612
849,902
846,288
604,907
684,947
918,437
478,465
113,508
322,762
888,100
646,731
219,773
215,660
375,269
837,311
671,647
817,384
374,393
184,855
740,366
910,655
810,487
201,429
602,991
877,884
463,537
982,178
242,576
978,601
492,689
872,313
294,203
703,556
821,721
555,392
283,667
114,510
405,143
757,630
907,958
670,963
768,250
929,311
185,865
258,712
875,935
186,514
587,745
161,204
846,740
278,452
172,185
471,437
739,399
279,810
527,220
703,960
539,778
836,550
226,624
799,395
770,436
928,102
374,638
804,793
848,254
459,404
621,928
501,850
448,568
774,738
823,343
918,465
901,865
553,614
103,396
731,490
535,966
891,286
575,227
843,641
953,352
401,372
757,581
280,331
891,641
255,711
398,312
549,761
532,948
595,651
612,376
606,441
506,590
126,504
563,721
475,443
959,103
961,661
248,552
786,861
319,414
671,580
876,588
438,272
447,227
974,358
982,232
148,587
348,888
456,548
354,467
209,700
464,201
512,717
940,544
152,209
670,212
422,699
803,637
540,769
896,325
734,132
504,101
338,754
426,637
539,255
571,340
776,225
961,366
256,906
761,834
103,316
204,671
817,580
236,623
411,717
124,693
395,161
354,907
332,136
801,445
883,264
616,802
425,668
560,990
830,893
975,270
135,410
167,458
977,340
954,164
127,333
629,830
225,239
769,869
235,910
933,878
891,154
162,263
116,272
696,203
638,884
552,118
491,632
461,299
812,594
523,874
803,684
318,350
928,134
952,152
878,700
219,584
781,414
427,262
230,858
450,830
372,507
437,103
674,572
580,366
926,378
580,714
588,464
237,697
515,633
103,924
168,228
130,381
941,515
540,853
876,536
174,242
584,777
298,734
770,227
834,647
990,694
909,418
165,901
918,270
817,387
928,650
851,727
646,657
257,727
382,910
937,499
875,110
187,978
454,973
245,591
646,770
649,212
269,320
422,379
309,297
741,937
559,572
279,865
680,650
562,226
893,295
429,563
414,333
364,558
600,660
978,541
356,941
116,767
887,609
455,568
976,700
949,338
837,232
257,352
557,388
429,620
834,456
103,715
651,545
692,717
511,340
446,935
630,197
749,918
227,729
533,825
853,230
839,974
308,523
938,941
858,250
428,182
985,250
756,677
588,560
912,465
184,925
934,840
121,188
254,988
357,262
118,913
957,956
488,184
262,269
424,464
596,633
675,118
337,192
994,591
242,578
983,218
237,584
454,751
291,280
848,629
719,380
500,661
633,945
708,320
838,728
705,985
481,411
166,353
713,519
660,552
158,259
412,331
461,623
713,387
254,935
848,236
990,505
607,779
764,462
436,106
885,159
566,597
454,255
829,147
223,794
815,434
657,337
388,775
921,277
944,551
511,350
549,204
436,129
894,699
593,221
107,304
788,953
584,504
605,259
865,746
143,136
364,259
110,517
305,717
765,361
238,958
495,224
664,550
856,226
591,739
764,821
555,581
212,196
541,511
469,110
830,848
282,209
477,103
105,308
367,397
483,594
746,535
770,120
764,561
690,177
986,612
781,760
215,393
909,182
536,357
302,787
922,162
317,257
661,937
843,743
816,580
126,777
558,664
983,593
183,704
787,422
346,499
805,722
630,245
645,895
428,597
626,388
689,179
532,380
239,575
711,829
901,114
187,530
156,912
590,249
297,344
830,772
957,819
297,523
676,925
526,763
401,797
513,424
270,572
942,861
863,460
502,534
201,954
783,901
219,483
883,387
936,241
228,154
342,968
126,814
631,863
183,846
597,925
350,965
296,170
268,438
942,328
816,402
901,170
426,608
209,980
732,831
572,599
148,291
441,800
509,708
637,558
469,295
783,847
329,894
814,689
636,992
549,795
822,755
248,324
436,357
472,676
572,774
418,352
503,847
168,123
124,357
767,264
918,507
564,856
289,439
244,211
243,649
284,201
365,790
438,496
597,789
578,343
982,592
258,803
202,712
254,169
972,238
478,345
624,693
985,843
281,825
231,582
398,891
771,680
645,279
644,606
996,642
241,860
455,409
834,199
273,888
951,637
231,104
975,485
939,229
609,327
282,453
244,590
636,363
543,987
196,825
780,967
769,279
730,528
600,993
491,854
173,187
923,792
142,498
474,373
352,540
769,701
472,187
131,504
208,467
534,582
299,525
995,721
576,634
603,616
323,919
270,600
844,827
939,494
514,702
207,364
211,715
992,722
535,149
921,775
449,873
714,330
999,441
611,133
692,472
323,139
622,479
636,775
746,115
642,549
666,588
693,938
828,452
786,118
680,615
835,824
203,916
200,919
844,417
262,121
771,942
547,230
813,201
102,753
593,395
224,436
284,102
315,794
613,841
557,634
946,256
759,967
166,784
692,249
643,509
825,570
687,941
283,112
525,198
860,757
108,125
323,506
374,505
568,143
137,266
641,348
773,171
800,523
928,251
631,921
214,440
273,564
456,355
486,312
749,493
256,384
524,751
448,633
738,410
578,505
553,287
129,136
284,129
818,302
793,684
310,386
582,611
868,257
769,963
997,843
509,413
621,848
837,703
180,655
192,954
599,976
253,558
989,827
547,138
855,277
901,736
612,874
625,355
479,655
474,604
369,673
528,242
573,552
830,689
366,618
439,419
261,892
728,146
466,258
275,659
647,279
678,764
384,943
143,590
993,785
616,904
983,187
851,253
562,692
551,973
734,703
520,963
529,845
582,269
750,785
919,967
554,678
864,354
658,347
314,540
298,521
914,500
378,691
504,112
579,774
123,435
875,787
859,428
159,174
827,695
863,206
699,568
183,692
495,295
309,942
542,338
522,136
610,909
508,198
154,964
466,452
852,388
610,545
622,278
413,339
931,188
166,371
977,276
577,642
781,842
506,584
641,413
411,649
112,615
461,685
916,810
675,419
423,403
981,235
161,120
331,125
859,405
941,921
443,230
641,514
932,393
646,927
442,385
969,801
137,188
700,748
969,458
451,104
343,985
141,149
731,751
368,185
194,607
402,190
802,463
992,952
911,446
242,179
302,644
223,658
351,814
443,545
567,217
595,571
189,268
614,939
821,754
161,831
711,885
145,106
942,341
217,585
900,505
158,882
698,324
246,149
420,890
250,605
362,719
835,627
611,273
681,109
548,975
931,763
960,220
535,578
208,246
437,660
133,940
702,100
268,595
608,271
356,972
809,796
173,112
291,146
919,696
427,825
455,868
425,234
490,505
126,896
563,424
719,592
920,189
487,618
812,911
946,244
276,424
292,718
857,310
556,702
466,815
644,900
230,754
769,739
635,556
938,756
369,864
911,585
935,987
906,173
459,735
516,128
839,497
654,328
370,266
445,162
279,923
237,437
784,522
655,493
999,122
332,125
976,274
669,851
539,205
115,249
180,464
948,669
121,100
965,331
858,705
881,704
281,905
119,628
196,100
218,132
375,691
754,589
284,139
724,241
143,625
488,251
999,777
236,339
394,718
527,220
183,827
330,798
397,304
994,584
663,414
103,922
716,414
827,841
481,251
177,681
851,859
250,966
225,511
822,337
524,374
179,297
175,611
666,697
806,688
125,331
966,878
233,261
804,941
334,698
790,817
826,808
201,729
267,265
892,937
914,411
848,287
437,903
262,105
536,351
238,743
754,550
672,204
812,613
670,569
318,254
494,825
726,155
982,214
992,910
804,614
848,998
387,830
278,223
111,476
909,305
155,772
930,483
188,129
961,597
668,431
588,531
528,901
266,911
638,903
332,386
346,667
389,538
174,944
130,761
234,413
418,948
928,903
284,220
663,964
239,750
615,650
255,965
803,784
934,237
626,698
732,942
884,172
682,505
745,946
701,370
291,713
363,203
921,860
874,133
923,193
721,316
725,463
171,921
468,283
627,565
511,787
306,782
218,774
241,872
920,307
637,513
465,737
922,604
226,980
920,317
717,845
149,199
622,705
906,552
251,104
614,421
549,980
264,740
446,787
792,773
899,774
540,632
369,243
454,599
474,102
313,225
348,105
707,728
830,455
799,638
886,586
388,822
732,514
941,448
629,101
327,955
765,499
456,491
271,880
494,380
246,552
605,237
496,502
326,267
863,701
611,273
346,183
443,921
527,466
208,795
515,718
590,183
489,449
413,988
181,213
677,422
470,593
752,245
681,465
960,717
915,956
195,767
648,120
316,442
897,553
141,716
944,248
167,652
128,261
568,277
373,690
763,533
432,617
548,711
522,752
436,652
671,978
648,535
753,935
577,585
910,682
996,766
538,917
194,334
559,364
145,868
139,950
766,569
380,465
675,257
556,473
254,562
564,497
751,175
582,278
582,625
225,614
557,996
729,589
976,990
362,319
367,111
957,240
447,752
620,933
497,699
967,699
461,998
778,593
931,724
517,451
603,315
279,156
720,952
400,154
195,837
500,423
241,819
223,564
383,804
124,851
797,401
302,521
113,647
169,125
119,123
353,511
359,554
390,755
830,972
101,645
184,989
261,661
610,580
655,318
936,318
361,576
742,218
920,682
287,841
256,173
623,463
774,513
320,225
942,337
595,460
477,475
224,713
171,425
404,914
135,655
399,506
235,495
764,643
432,993
353,269
448,411
723,815
654,764
349,412
353,485
410,598
878,308
655,730
767,793
914,523
772,278
263,682
529,341
223,244
479,614
486,981
921,619
634,189
606,256
565,567
797,466
379,324
881,192
771,160
547,936
320,471
988,494
532,267
663,153
636,728
226,959
308,443
643,160
235,905
479,688
480,112
846,669
721,472
474,210
575,930
619,225
786,977
285,846
233,655
975,806
823,863
654,102
720,301
888,386
588,648
521,247
725,336
232,854
134,311
707,182
532,169
392,282
583,612
671,723
537,764
256,608
516,710
640,168
136,115
833,207
298,808
685,158
724,984
753,803
817,265
388,299
858,390
753,739
909,137
917,308
511,516
214,372
551,593
175,905
571,752
493,310
174,244
461,344
726,836
414,563
880,404
493,796
249,669
524,118
727,303
136,799
673,802
906,366
467,730
868,301
518,689
756,962
989,605
797,726
579,229
831,909
156,129
394,511
797,674
372,389
664,760
120,602
412,564
859,894
467,170
912,729
817,268
460,664
119,486
957,634
794,614
566,579
652,972
957,627
541,931
679,903
251,522
916,710
400,152
550,137
577,466
224,440
693,784
184,300
918,782
488,684
251,706
172,729
714,409
506,859
275,646
474,655
432,919
312,670
143,354
595,671
809,136
300,324
256,699
792,538
957,930
121,593
695,328
257,495
430,146
933,886
950,268
371,667
601,422
523,866
432,878
781,416
178,893
832,782
478,205
218,223
323,339
799,265
959,315
170,321
517,986
157,782
868,696
662,925
468,875
203,193
156,340
302,788
484,987
236,423
458,524
124,817
879,668
804,139
918,156
750,585
405,526
208,785
195,558
410,492
856,155
908,330
937,977
923,730
995,965
305,761
895,646
592,502
361,225
147,240
842,367
925,426
951,737
847,340
273,957
705,971
250,619
527,648
880,377
641,272
309,361
385,403
738,106
626,323
430,129
991,547
998,667
335,634
481,795
974,571
201,207
126,179
706,927
748,261
392,925
904,201
636,310
725,872
377,150
505,869
804,513
477,337
484,519
725,128
209,699
699,742
526,799
380,974
602,395
645,369
142,193
295,389
813,746
218,975
184,115
394,362
495,646
756,682
567,931
405,664
467,142
371,613
198,744
967,234
744,444
819,414
183,153
510,643
252,888
581,388
217,557
845,990
573,651
961,913
351,761
310,466
481,896
856,512
802,598
743,290
554,641
626,939
601,146
580,293
714,568
223,487
901,473
490,961
623,760
860,212
564,426
530,831
534,187
699,755
417,923
777,891
667,169
669,691
606,258
858,664
542,320
430,854
494,668
330,230
141,127
889,435
339,219
388,548
108,935
747,624
250,950
745,189
596,370
649,828
150,856
633,128
423,195
274,444
317,347
723,974
727,722
706,153
392,957
537,728
305,358
709,996
213,963
796,510
229,207
608,560
636,339
287,259
377,788
580,157
233,572
559,308
184,115
690,149
952,579
371,609
469,372
632,513
560,166
755,586
647,502
493,350
576,169
365,196
663,510
132,641
565,768
704,895
325,633
402,417
473,170
798,730
714,490
533,124
663,582
810,162
268,569
981,195
959,772
475,645
538,822
610,371
374,661
448,362
614,669
799,873
963,526
381,722
298,865
815,278
646,871
657,168
215,660
694,211
352,522
180,953
300,471
268,291
502,997
684,637
171,568
653,328
683,581
627,120
233,311
327,138
930,703
721,587
236,847
111,718
212,807
887,823
297,301
571,558
430,968
693,896
110,327
229,678
444,298
638,792
715,533
512,727
271,640
112,604
451,924
491,702
750,364
831,490
417,838
941,286
951,436
723,998
852,407
964,670
407,349
589,214
445,765
673,780
905,462
205,164
130,474
245,113
812,780
201,829
428,225
872,494
547,388
982,132
944,903
224,353
440,853
502,565
501,988
955,276
770,721
246,142
923,656
989,532
940,644
485,718
962,291
922,763
156,596
296,960
261,989
223,503
244,888
384,282
127,870
801,953
694,658
670,971
537,797
299,838
536,751
418,338
667,762
709,954
967,917
663,619
919,440
307,427
977,334
712,527
124,200
438,331
401,232
702,932
121,228
356,166
463,344
268,250
845,861
839,332
206,496
597,184
641,128
207,498
298,550
543,390
180,891
796,269
998,130
632,326
394,836
806,514
303,545
744,342
808,210
202,178
832,353
383,873
263,295
949,850
910,654
705,197
160,791
323,552
965,724
449,106
489,565
514,199
379,757
790,459
565,928
350,780
495,644
948,161
907,251
852,280
724,972
740,410
250,317
157,142
824,130
746,638
426,591
341,543
705,733
558,243
984,343
885,731
477,545
309,706
136,785
762,504
522,612
429,278
971,140
437,724
607,130
376,886
291,615
566,676
885,255
657,765
569,654
163,862
664,572
298,656
588,385
176,875
774,867
163,472
930,315
588,241
493,493
415,145
114,404
414,453
655,970
960,741
588,900
951,827
903,273
396,844
479,538
595,570
943,728
429,119
209,302
557,895
911,245
281,536
396,936
242,300
613,667
384,839
346,403
662,967
355,591
821,273
188,767
745,186
211,485
457,368
457,539
603,311
981,921
425,808
176,874
131,621
762,752
262,611
727,388
316,528
353,573
554,998
474,685
628,931
294,790
472,413
743,335
610,236
393,953
318,238
408,715
656,940
843,856
377,412
266,750
895,435
204,196
458,217
363,850
442,325
321,452
280,425
130,674
166,502
175,415
103,443
602,893
387,545
461,316
912,686
665,245
381,225
539,609
140,368
100,779
185,110
650,329
678,573
386,776
885,114
853,617
275,402
919,888
172,854
297,577
150,278
527,322
913,697
147,868
945,227
184,502
103,788
273,682
674,714
315,569
263,286
105,803
743,471
139,148
826,467
576,165
966,319
845,411
526,461
346,200
634,499
535,405
776,180
805,663
356,103
675,808
585,819
471,646
120,198
722,966
869,599
508,939
758,752
753,207
273,157
135,349
428,691
470,123
948,370
137,566
816,752
778,104
246,772
874,675
607,207
205,883
317,700
800,439
606,399
535,868
112,511
827,559
934,894
716,131
694,522
274,663
488,278
247,698
549,570
553,479
974,209
603,397
506,591
423,956
805,544
626,167
196,289
444,495
201,607
583,756
584,660
234,347
516,306
135,495
541,991
491,771
173,230
524,866
155,821
811,424
349,207
967,363
548,794
100,989
964,697
971,259
546,369
826,937
267,960
103,677
482,725
582,927
530,288
273,275
892,702
662,979
509,471
948,727
200,321
180,576
926,431
315,798
160,738
305,769
435,956
937,556
886,266
395,725
221,737
643,629
208,172
914,377
305,650
715,156
835,643
659,971
791,440
847,890
225,252
850,611
145,610
440,523
234,186
468,675
705,600
571,750
260,948
699,443
893,789
548,945
221,667
439,388
441,852
424,307
922,131
487,323
749,920
451,768
818,285
428,264
249,428
450,362
126,457
779,624
833,107
543,182
539,957
876,725
515,813
675,539
443,956
678,528
244,779
858,187
908,205
471,779
677,525
415,269
154,806
642,639
805,728
677,972
585,818
806,259
745,815
920,516
699,500
370,933
766,689
831,606
464,378
416,156
239,381
797,548
613,550
231,846
538,786
579,200
440,925
258,147
179,554
786,227
355,912
337,118
866,499
863,584
635,784
588,593
296,308
225,371
828,580
169,161
794,561
280,523
545,712
315,525
665,397
944,585
861,200
359,514
536,271
185,251
657,738
242,381
711,991
476,469
700,475
763,729
191,978
898,338
347,599
388,723
933,341
707,596
952,393
195,689
985,244
735,943
637,790
172,913
513,976
128,857
730,510
749,493
914,429
973,762
860,444
873,935
695,495
867,530
729,345
882,636
399,373
598,936
613,228
788,567
417,763
193,460
274,604
171,660
822,777
968,552
171,503
340,840
911,762
432,625
383,232
120,423
686,780
971,817
208,738
237,208
410,757
510,314
116,712
676,374
317,323
823,895
734,761
709,270
868,729
968,834
249,100
206,998
329,601
161,857
231,996
584,673
478,407
113,638
143,891
916,489
343,198
807,372
538,130
391,679
780,580
482,763
138,114
897,461
632,996
525,430
859,476
590,631
102,563
952,528
760,395
322,762
292,944
837,543
845,497
761,433
697,808
358,483
208,442
694,563
461,144
891,788
634,315
302,547
741,663
527,839
642,371
818,536
387,497
969,726
427,714
513,373
608,624
266,624
213,707
901,935
400,556
868,668
428,274
325,319
218,275
889,990
297,602
626,498
326,764
947,615
815,742
790,822
789,767
300,391
471,842
103,336
511,886
175,467
580,219
804,731
635,777
746,459
396,396
535,409
127,466
727,529
117,210
796,600
728,280
663,520
738,495
903,621
454,993
177,397
257,230
190,277
622,803
786,307
462,334
565,278
367,900
952,996
320,314
540,427
548,271
371,938
784,521
137,322
886,417
737,626
925,446
465,759
864,630
448,296
826,259
426,696
393,400
368,100
321,579
223,924
332,469
787,902
228,486
170,212
791,472
937,716
822,656
733,453
381,297
252,291
247,384
242,736
450,302
751,330
979,555
691,339
993,163
187,434
552,152
662,640
513,987
592,580
858,134
439,672
994,242
271,434
643,550
341,946
297,413
343,768
373,769
587,377
996,335
262,690
530,282
188,982
675,727
927,789
453,480
362,754
609,457
137,372
832,426
542,382
346,486
208,898
809,666
692,823
152,932
573,158
147,443
476,937
197,110
852,536
705,565
535,917
550,822
839,302
220,281
606,781
655,807
994,455
507,265
589,327
208,171
487,846
237,348
632,650
