T_i,B_i
772,8
816,971
92,369
431,9
560,849
809,29
969,777
40,586
740,966
91,747
270,25
226,187
616,272
39,922
359,823
517,63
212,344
512,558
861,694
69,474
441,598
401,713
632,914
917,801
237,932
430,351
277,208
217,289
865,218
797,472
452,641
76,474
725,534
656,203
519,89
718,276
665,287
705,824
232,818
437,654
732,81
689,714
908,878
112,938
622,655
881,772
823,499
622,952
977,849
262,42
83,857
742,265
131,9
516,224
562,814
831,415
528,331
143,407
964,321
537,606
467,92
869,902
880,869
630,531
601,219
883,668
993,652
743,54
748,867
485,418
598,191
715,897
584,22
619,865
292,927
699,956
433,655
795,449
39,66
325,309
486,27
634,163
700,612
248,414
558,325
996,324
731,765
726,289
85,568
49,565
276,87
236,202
58,195
623,101
763,458
262,178
39,3
261,726
767,549
578,595
360,558
114,848
784,334
825,643
428,856
259,703
757,609
959,699
41,709
142,84
838,874
863,78
699,478
176,299
393,46
306,829
10,744
915,806
775,54
434,341
639,779
615,545
812,28
614,383
511,403
577,199
309,677
395,854
622,723
985,635
407,567
23,315
265,332
971,865
947,145
286,342
886,514
63,643
940,152
803,664
754,242
854,351
790,319
598,326
896,856
254,886
989,855
745,659
679,479
522,945
749,556
202,332
413,89
480,969
183,806
806,79
239,419
727,269
67,587
792,604
446,501
268,522
511,926
810,691
675,796
247,752
303,942
417,194
427,863
133,495
208,691
167,609
810,445
893,943
381,97
974,882
12,555
898,245
480,481
935,152
384,92
467,599
215,868
206,341
876,375
344,99
212,672
442,515
332,283
435,901
144,262
996,939
635,478
419,612
340,118
196,435
665,832
492,34
341,339
968,664
217,845
277,942
609,753
691,258
103,52
856,894
252,237
686,234
159,643
84,925
882,583
494,93
538,805
398,46
443,89
858,342
252,533
534,419
142,51
804,248
236,554
317,559
124,762
236,639
309,124
244,333
429,64
14,869
619,525
704,322
486,549
456,714
664,453
544,108
316,916
644,353
979,392
128,761
620,26
621,591
148,134
773,392
223,908
259,636
233,758
196,54
458,865
957,448
527,922
718,907
857,767
345,869
773,135
944,702
241,356
822,386
281,434
446,73
749,104
973,499
281,354
435,343
441,339
889,507
145,66
546,403
374,929
275,693
817,527
657,118
451,634
749,408
310,299
920,668
452,536
777,803
906,197
292,212
332,394
715,654
597,713
257,761
345,815
807,356
161,804
545,556
722,592
951,962
207,202
146,883
792,641
241,249
641,271
770,245
981,144
249,114
365,321
265,136
309,933
959,973
1000,405
58,168
69,725
976,865
930,11
878,318
765,396
665,956
327,769
241,97
137,718
438,833
903,73
545,706
744,127
720,251
681,78
743,586
557,918
597,637
104,233
466,186
239,831
140,992
219,247
212,186
444,9
456,614
592,18
539,799
40,211
471,696
684,75
919,237
659,113
337,53
704,783
969,684
383,511
256,551
455,6
94,113
302,183
948,631
562,49
700,682
49,754
107,146
769,27
194,54
86,424
806,373
400,159
533,265
660,646
830,203
730,119
383,934
975,625
740,673
796,386
962,208
626,324
184,622
864,991
346,97
266,876
648,47
974,408
892,891
886,482
436,15
442,618
500,865
401,309
717,68
278,62
799,764
458,864
263,881
363,642
237,116
302,964
211,244
597,846
291,839
140,33
707,257
597,532
57,331
362,651
729,383
47,522
253,266
433,596
545,643
165,587
525,826
504,943
858,863
697,175
710,658
331,647
889,712
15,847
672,567
796,626
906,99
544,367
721,491
972,551
140,65
515,519
827,553
371,238
741,103
226,335
30,285
986,277
990,485
690,532
777,9
337,979
920,345
255,918
391,33
133,838
800,702
415,599
566,916
256,653
346,507
640,359
150,732
508,512
405,987
604,104
550,844
39,593
769,974
235,945
433,309
639,9
104,328
277,532
359,316
506,766
945,627
151,71
608,687
627,717
847,99
352,11
597,753
929,73
140,969
617,638
37,201
720,739
647,674
962,171
742,131
924,871
540,234
53,865
382,7
89,338
283,217
29,374
666,712
690,74
834,285
961,45
787,181
53,976
673,567
284,29
55,652
806,168
736,89
958,322
535,661
773,256
867,346
577,926
311,632
413,961
388,917
59,478
330,753
555,155
647,673
618,734
430,364
453,457
393,173
595,399
611,86
491,212
872,358
440,223
489,252
832,574
993,789
415,72
351,137
553,602
608,947
276,485
536,75
354,458
613,427
809,496
666,954
447,554
692,345
474,346
425,906
567,252
785,428
402,216
540,613
147,135
343,145
150,604
810,865
272,392
972,17
774,775
58,9
585,961
949,919
200,274
265,466
891,351
43,504
609,676
339,929
235,883
359,865
533,894
931,92
190,605
406,493
467,293
231,979
114,791
407,204
207,76
734,914
422,309
919,386
327,528
422,84
267,755
146,263
443,145
318,53
392,36
899,638
495,189
180,277
61,354
532,751
643,795
982,85
830,369
750,346
470,591
768,196
725,987
803,706
528,826
409,209
704,507
88,862
130,688
346,866
910,165
704,429
532,644
122,83
880,77
675,867
223,843
931,395
584,594
288,647
629,987
38,674
364,241
723,315
883,756
126,745
714,946
656,66
105,83
857,98
726,779
112,406
947,472
12,91
728,906
786,66
636,557
729,445
786,629
659,242
377,541
788,995
964,434
938,513
551,958
63,612
826,727
146,18
385,423
819,137
783,481
629,237
538,97
937,911
698,424
984,53
445,587
844,208
186,793
294,611
868,975
537,89
419,7
640,655
968,867
279,25
194,43
999,462
989,929
514,954
648,196
776,802
743,644
144,833
690,711
986,685
792,588
872,325
667,869
402,92
458,979
562,979
148,931
446,782
177,606
701,973
946,414
784,124
145,555
490,955
754,129
773,969
33,169
576,882
465,251
91,797
666,113
437,84
131,713
661,254
661,108
380,483
448,35
314,414
911,575
234,518
222,46
401,312
854,907
105,547
583,532
773,946
119,57
21,6
940,104
123,64
907,82
387,661
802,902
356,352
919,88
827,17
557,492
580,799
449,875
523,243
297,678
45,889
693,72
956,744
493,361
354,79
828,966
286,442
845,262
948,212
117,308
108,726
337,209
107,808
21,445
787,189
542,714
363,556
635,543
436,844
254,244
886,45
729,431
658,394
758,497
166,636
269,639
766,611
360,957
850,434
177,994
971,254
709,527
1000,435
348,728
673,675
401,5
531,836
710,551
62,17
448,513
785,922
291,545
254,837
392,82
12,961
405,417
538,44
550,79
782,34
445,633
661,219
94,111
619,22
23,57
860,567
386,76
394,761
185,71
341,867
407,752
882,436
502,819
45,986
516,228
67,912
830,791
751,32
95,282
120,553
809,497
468,524
454,569
267,759
177,689
538,909
352,178
860,902
751,359
835,521
215,44
218,652
636,647
340,45
802,779
177,743
629,229
220,903
277,123
891,87
466,294
283,592
14,246
751,875
274,462
445,7
657,573
875,458
123,62
315,649
888,885
639,431
279,648
660,595
89,796
984,114
843,673
47,753
313,265
91,461
916,53
562,729
430,655
963,728
540,948
898,68
875,527
200,468
889,38
531,217
676,932
626,467
656,213
333,625
345,599
461,673
317,565
583,744
410,972
604,99
749,159
754,788
310,129
841,919
521,76
314,71
112,277
585,794
105,717
941,65
854,705
268,225
13,87
720,123
544,219
888,351
186,487
410,229
540,686
744,143
811,828
832,209
424,846
157,881
78,506
185,753
650,992
512,944
136,952
116,843
915,451
348,6
86,19
324,575
421,733
548,203
357,172
338,283
967,711
77,758
757,867
409,171
424,752
288,363
515,417
749,118
676,992
777,362
158,635
409,248
298,707
991,929
460,795
860,854
192,768
805,815
332,854
310,44
125,866
615,682
865,525
339,63
744,303
622,657
359,641
594,861
785,406
883,677
475,948
766,57
727,436
760,71
898,81
74,708
731,347
386,994
733,712
566,96
986,155
905,138
254,724
488,259
893,108
761,645
446,734
687,164
111,267
844,717
65,499
868,938
377,316
88,812
253,207
899,184
62,53
447,566
209,151
464,198
250,831
308,807
342,367
412,477
379,49
686,582
991,273
88,589
540,45
540,848
603,505
869,336
188,556
608,405
766,421
762,421
896,457
609,507
943,254
82,291
623,745
826,904
391,89
319,66
474,97
278,9
222,372
843,604
659,148
682,655
807,185
643,414
737,485
610,566
719,316
217,517
827,969
295,868
209,745
979,632
114,607
977,781
933,609
81,516
64,617
344,219
994,618
211,241
46,223
234,976
987,183
33,941
49,494
422,962
444,615
586,523
777,243
198,456
642,486
751,45
864,455
127,98
589,667
500,36
669,272
923,935
418,663
483,216
129,66
59,16
310,892
432,917
304,452
936,775
317,888
954,191
606,63
982,517
276,17
536,81
714,889
747,71
421,471
994,697
949,469
593,61
860,435
489,76
322,581
974,237
137,193
724,2
674,446
114,34
714,756
337,48
224,591
851,243
664,867
526,535
486,172
144,73
873,804
936,15
250,32
901,196
519,674
30,125
442,985
107,836
801,662
98,267
364,56
257,354
671,485
384,271
935,362
187,232
461,279
812,538
534,737
369,822
898,984
942,49
951,101
435,401
545,834
551,469
901,822
332,323
373,387
16,755
616,835
149,456
68,892
31,579
814,528
150,428
207,391
834,827
286,31
582,877
117,684
371,53
750,233
857,877
31,585
417,558
234,844
964,176
909,753
293,693
193,323
178,137
185,921
234,208
261,504
252,271
735,446
26,616
567,603
573,961
799,451
957,371
513,983
549,358
799,481
722,879
467,82
993,573
220,31
340,99
368,444
13,94
312,75
577,264
375,865
12,923
779,723
910,718
424,359
756,276
974,934
607,295
329,95
60,341
865,682
910,837
62,631
901,93
832,261
771,42
341,68
64,416
293,899
92,23
417,96
858,471
357,189
569,867
484,97
303,806
681,615
85,613
16,435
516,362
324,508
650,347
99,333
125,619
812,59
683,874
293,975
795,956
874,74
418,791
732,76
821,894
560,813
889,22
153,279
169,332
315,865
55,476
935,514
659,62
225,713
310,283
54,767
225,99
402,973
449,153
655,972
847,175
780,909
794,153
763,293
970,732
244,782
198,56
432,902
726,454
726,357
967,632
275,262
604,328
588,766
62,895
744,859
625,441
807,32
884,851
13,248
809,285
480,518
375,708
560,749
260,584
577,394
507,88
863,585
915,305
868,249
240,815
634,12
331,384
214,708
45,694
510,8
373,79
378,115
88,5
825,517
241,432
718,9
550,975
153,29
185,788
752,539
487,133
652,802
214,865
770,172
254,921
350,201
500,267
663,601
814,392
624,749
958,437
201,376
248,97
842,204
661,974
661,831
350,776
833,327
756,78
488,411
583,543
10,18
804,71
70,938
971,954
670,418
614,711
71,445
258,779
919,24
481,816
93,65
198,844
847,389
89,934
758,558
42,843
914,394
332,509
559,613
102,558
766,44
621,153
450,748
71,908
331,656
696,416
263,61
249,114
185,479
44,232
361,355
501,644
34,713
267,329
334,568
234,622
416,237
416,446
540,156
512,982
607,96
835,767
534,352
596,545
776,17
469,869
230,189
754,663
249,725
452,979
672,192
454,904
944,821
902,403
215,848
783,244
110,119
340,68
640,427
284,846
668,634
286,828
671,197
705,834
769,38
266,249
462,637
74,57
148,901
572,874
386,201
441,274
175,595
457,372
386,574
282,395
990,172
771,241
247,448
440,172
129,625
971,614
322,508
700,96
113,864
449,289
92,171
122,958
753,271
335,691
495,712
153,974
224,299
861,725
806,718
928,733
856,663
962,234
113,699
945,151
221,499
693,268
640,411
748,693
13,377
399,19
141,648
787,325
30,968
778,173
964,378
950,523
145,495
630,445
470,721
801,929
843,919
521,806
797,981
410,986
146,849
959,294
599,747
868,781
490,148
646,979
597,903
351,192
710,653
719,337
67,34
352,394
728,75
142,169
917,262
607,57
439,911
823,288
192,729
783,66
846,561
872,515
77,262
594,12
725,306
246,703
930,703
924,59
743,105
746,306
237,343
435,569
152,174
498,364
36,634
141,848
65,837
497,495
234,524
270,99
735,26
309,362
864,412
386,258
753,401
