T_i,B_i
781,215
267,128
829,560
864,527
193,231
543,506
291,674
355,499
422,484
292,773
639,522
660,580
834,514
545,571
315,213
552,572
406,534
450,563
791,490
467,669
336,177
272,308
796,225
755,767
731,107
622,218
867,241
550,284
893,540
315,743
726,948
900,600
496,568
160,475
647,376
294,549
853,575
143,979
308,574
614,299
284,922
454,876
745,219
267,387
161,918
513,794
586,532
244,645
464,222
805,237
620,691
591,231
641,881
744,992
258,451
744,309
522,343
302,836
525,200
662,529
337,908
517,553
704,971
351,993
408,354
256,129
881,425
792,123
310,602
937,415
369,295
735,198
317,996
906,738
549,701
772,405
678,803
152,609
807,237
710,929
199,384
269,450
593,254
856,519
801,545
651,953
933,674
407,159
702,721
732,940
659,131
987,748
199,723
838,694
744,856
142,224
701,111
169,821
191,136
282,157
619,667
473,317
100,508
125,657
195,576
531,961
564,647
394,758
530,549
375,649
450,192
824,363
865,260
324,376
548,142
203,649
941,220
463,841
983,756
222,595
262,337
676,843
570,329
820,467
143,534
156,334
503,609
842,261
666,876
162,705
589,330
856,763
501,500
739,864
636,564
377,854
983,173
526,857
444,352
976,934
910,686
901,181
472,700
382,322
676,891
752,292
828,596
236,740
177,632
851,757
603,375
774,729
402,658
775,460
308,835
597,715
955,483
792,668
271,744
343,184
382,778
575,821
823,266
994,485
839,163
582,611
771,524
535,289
167,932
138,315
570,108
109,137
909,757
925,781
745,953
849,189
826,683
879,617
749,268
727,959
879,442
488,986
374,448
277,888
291,502
584,652
231,363
536,819
198,412
870,853
455,470
941,527
215,160
155,167
727,828
911,284
369,803
841,489
979,835
166,387
177,391
331,390
265,889
968,248
337,572
172,355
930,556
927,832
676,654
987,568
356,244
384,500
436,462
450,187
835,551
636,647
298,680
928,546
334,735
252,354
834,685
999,151
999,698
171,294
632,135
534,576
680,942
354,252
445,393
363,964
690,574
675,390
235,916
504,172
597,750
585,118
615,726
951,449
297,511
508,751
356,490
744,325
519,283
622,393
314,540
239,240
417,124
921,277
101,141
779,928
143,765
664,218
431,427
760,738
573,632
793,603
568,298
891,785
348,197
532,950
739,626
621,261
920,826
296,305
341,633
436,357
409,312
187,368
494,987
166,279
943,293
936,783
277,703
293,510
829,162
533,966
868,364
382,125
552,402
398,150
205,869
904,693
254,588
974,939
544,146
793,677
182,465
764,258
112,837
610,115
552,459
259,362
544,273
834,753
300,699
903,920
513,113
538,152
964,971
139,560
214,360
659,956
957,151
895,491
852,567
262,829
552,760
544,357
154,356
234,824
400,487
498,619
144,230
553,436
865,334
690,941
404,900
975,764
314,945
939,864
667,768
477,215
956,193
729,609
246,524
908,209
842,534
781,267
320,251
882,500
999,151
152,812
361,533
720,763
497,721
544,698
359,316
858,890
639,570
965,348
645,495
592,212
902,817
616,554
326,448
549,431
275,650
592,958
935,727
604,293
190,306
667,279
888,543
240,825
161,442
646,494
139,762
458,864
877,869
126,878
358,300
863,446
490,970
176,877
945,124
104,986
409,284
895,615
570,767
399,678
950,882
649,617
150,675
491,153
499,944
778,738
959,702
868,414
835,283
401,605
108,121
127,736
195,124
483,950
642,585
275,689
521,994
452,654
557,513
380,650
237,914
460,641
362,300
203,135
756,329
152,454
627,239
954,242
378,314
886,318
439,989
596,905
619,442
787,773
774,221
386,645
985,531
719,342
628,815
447,787
739,477
217,915
728,402
464,728
998,763
136,468
839,762
645,363
767,116
259,829
867,677
895,195
792,446
453,679
160,616
377,669
508,816
537,973
167,332
487,537
279,623
766,597
818,560
448,186
724,973
788,811
731,784
602,993
348,464
569,232
535,937
274,333
154,578
436,122
517,808
152,643
651,560
645,292
161,330
587,813
184,221
875,710
213,111
123,636
239,298
766,509
565,755
991,262
492,741
512,679
247,168
437,741
238,915
299,840
548,588
513,444
759,734
585,720
856,869
300,937
361,581
316,475
778,329
953,391
785,650
276,432
361,754
209,498
819,464
692,159
652,612
608,590
441,601
331,156
690,610
197,170
433,731
343,788
203,382
387,865
209,906
440,928
259,503
277,189
427,723
511,865
381,278
387,449
400,344
677,480
494,896
419,891
310,493
857,961
212,363
886,558
478,669
138,611
392,469
848,611
587,479
164,571
297,856
961,370
582,483
859,227
276,243
791,481
968,789
248,826
121,862
962,955
365,713
947,359
347,468
817,492
350,407
395,764
172,724
836,795
166,970
177,869
229,922
733,652
168,989
769,313
927,394
530,232
216,924
945,783
182,145
413,336
900,441
763,649
612,844
281,454
904,125
139,816
483,719
957,402
980,765
718,905
583,780
306,701
619,335
847,944
258,229
130,335
577,891
336,238
364,817
748,772
865,272
766,913
115,261
414,464
332,637
321,872
921,129
113,792
441,603
163,373
109,219
586,875
111,459
792,955
557,706
648,645
424,128
293,769
140,551
406,859
249,250
139,472
836,435
546,488
118,228
223,215
198,304
922,831
304,861
360,827
248,109
555,500
471,856
192,547
407,416
240,502
878,616
971,631
298,693
312,348
440,521
252,536
411,408
611,697
883,856
341,969
810,649
614,741
470,998
814,175
936,248
262,140
971,341
609,467
574,994
704,861
879,732
389,523
821,194
455,837
133,661
220,958
211,314
789,377
948,790
214,608
119,928
553,322
239,451
667,462
699,840
838,521
547,266
676,839
877,951
225,138
367,684
234,877
867,716
865,780
918,711
253,646
759,622
822,162
392,806
763,539
871,756
547,280
728,188
635,524
193,546
654,908
675,139
161,568
344,685
489,475
674,281
113,874
818,339
510,610
736,870
363,569
620,426
171,723
680,682
242,725
464,163
580,359
370,732
717,927
373,312
779,392
695,164
572,224
441,601
705,140
189,454
871,337
986,404
732,852
804,114
990,211
114,761
697,776
798,451
466,278
882,410
530,264
581,881
405,900
760,773
895,116
908,582
612,575
879,228
161,188
514,162
699,774
559,104
782,987
747,755
988,657
874,641
306,951
241,531
574,684
339,130
610,138
674,791
531,431
659,518
826,222
831,157
759,817
388,506
359,877
598,688
924,201
490,307
289,331
925,485
333,103
108,987
721,352
657,659
990,419
894,206
427,373
190,640
591,879
453,866
174,276
953,540
115,492
405,315
590,756
311,724
850,300
610,498
841,392
620,838
968,698
241,239
684,529
536,667
971,627
794,762
111,767
280,956
868,966
199,533
894,634
122,440
459,501
253,638
718,291
985,170
525,253
841,310
377,623
892,568
600,500
612,185
441,446
969,824
130,395
918,345
943,383
746,534
112,320
421,233
272,125
655,708
444,443
639,219
620,449
112,313
510,702
364,119
793,246
279,911
749,169
599,772
828,168
999,575
796,244
527,782
581,283
436,414
817,304
353,188
975,526
560,639
606,438
960,513
418,900
982,827
869,408
328,678
818,796
813,168
784,962
588,781
360,837
112,840
456,686
106,599
770,396
223,481
683,256
384,781
243,939
258,502
995,721
270,408
456,869
944,175
558,329
905,844
717,231
122,843
868,386
915,898
933,648
697,498
928,460
178,977
404,410
682,838
961,983
831,849
255,526
343,597
369,334
750,954
254,430
175,528
416,763
603,922
265,462
767,273
591,807
615,711
381,674
708,818
223,776
879,643
171,486
827,430
637,898
201,549
842,178
882,417
850,860
139,458
831,360
695,246
247,790
126,151
947,380
755,932
987,717
867,870
411,295
297,725
717,890
390,841
389,523
760,706
818,145
920,293
675,902
863,187
194,305
905,742
859,931
598,731
985,688
205,762
120,199
900,311
537,906
806,517
776,861
567,450
590,286
508,679
411,395
954,775
229,431
143,543
948,524
260,518
131,544
925,531
315,213
238,748
641,301
562,651
530,738
375,785
957,970
635,628
725,898
711,191
233,789
595,514
450,783
444,710
457,620
334,194
869,566
198,188
309,339
964,939
724,928
393,540
149,116
883,729
212,894
353,927
805,749
458,247
161,249
939,568
720,176
856,303
663,170
792,196
805,410
737,406
305,722
517,631
328,809
877,661
449,425
622,839
634,915
370,538
333,862
299,885
345,468
965,320
889,635
182,871
174,266
878,274
327,543
224,192
781,842
947,826
521,277
529,719
809,184
963,141
738,851
149,461
939,999
995,486
639,615
187,359
771,904
840,144
170,443
667,171
197,957
930,344
406,213
407,578
748,580
540,284
208,249
641,793
156,750
313,542
932,556
486,301
643,218
572,960
811,430
293,362
150,599
338,852
495,641
644,549
829,763
766,417
501,191
381,284
950,341
808,122
887,677
868,127
213,879
391,349
872,154
566,259
526,320
958,831
771,221
289,928
493,303
192,225
282,524
788,434
200,422
575,810
647,709
300,565
598,515
515,220
950,892
100,867
914,165
374,290
367,403
518,139
913,194
895,641
496,499
758,564
167,508
998,539
677,869
559,102
896,780
958,368
693,298
712,851
383,143
996,765
800,549
431,587
881,854
151,300
910,197
100,231
603,268
330,458
390,778
797,769
557,247
263,323
709,785
853,427
947,461
766,630
959,807
800,883
417,653
785,503
591,430
148,299
963,139
594,388
748,656
239,205
880,525
849,759
926,398
121,665
151,632
289,331
174,685
672,104
207,220
181,184
208,112
884,852
943,947
387,347
155,278
662,199
617,678
162,380
374,538
225,938
871,986
937,273
483,208
387,678
411,201
745,372
564,443
454,386
972,770
201,166
536,567
829,929
504,931
156,714
508,351
427,693
527,268
925,554
268,731
611,511
563,141
376,947
246,519
604,164
474,683
481,909
288,920
356,321
818,413
425,466
350,144
192,532
359,515
619,864
460,129
702,718
762,439
296,429
518,745
488,909
780,566
255,379
144,108
871,459
311,990
389,843
517,860
947,267
624,636
310,677
852,248
261,155
433,774
614,758
559,478
565,885
319,467
582,410
746,677
897,978
546,805
744,651
927,434
248,147
756,324
937,204
280,445
247,354
564,755
841,213
375,821
145,925
510,337
464,414
819,688
843,892
372,111
539,297
879,170
232,866
131,281
544,573
886,281
758,117
219,284
339,305
401,780
238,155
530,920
362,984
131,600
435,435
296,801
914,624
788,975
388,802
761,264
568,909
252,442
324,634
850,207
766,948
520,453
526,237
551,908
516,103
159,694
546,542
668,282
252,809
283,321
483,813
740,443
642,940
149,962
513,606
440,876
530,584
280,907
844,308
946,144
303,282
715,465
173,145
321,853
421,872
332,603
290,360
910,280
931,336
772,367
120,977
748,206
576,277
222,211
139,232
638,738
702,354
919,585
384,251
302,152
200,131
481,284
285,923
933,807
970,946
979,722
552,513
319,722
281,299
448,906
497,788
951,667
302,294
843,276
969,585
104,842
296,615
238,669
896,649
665,537
777,629
965,656
471,437
358,485
817,330
863,202
510,121
781,213
427,630
452,684
692,158
677,607
527,153
122,849
138,750
986,107
493,113
950,832
109,861
955,990
515,335
176,615
862,465
274,434
910,180
476,560
855,690
754,574
835,889
478,913
215,197
338,123
580,943
433,111
156,728
618,519
136,114
652,192
434,703
975,482
723,721
969,344
428,534
473,343
514,866
403,663
773,856
567,484
471,950
624,944
735,421
667,263
910,344
640,574
499,408
839,181
653,794
300,102
921,582
507,914
622,345
931,812
471,662
121,830
220,778
569,888
321,924
373,252
111,443
354,495
560,380
436,885
427,760
495,723
162,180
338,828
493,362
187,584
423,360
634,853
788,507
781,311
892,990
987,923
508,152
431,993
605,965
457,936
781,101
978,286
840,494
396,835
111,247
162,240
469,993
444,732
274,791
110,550
651,261
505,230
190,410
637,741
894,794
377,598
692,875
559,413
511,165
380,648
940,325
727,568
435,302
330,855
244,879
826,539
292,450
491,198
375,490
304,906
437,623
967,912
710,465
147,304
278,312
585,890
364,217
523,362
902,128
223,391
828,555
637,216
377,828
750,639
757,975
423,551
819,837
786,421
664,941
751,413
774,270
490,522
638,705
276,253
100,769
572,633
970,552
682,431
883,945
802,142
271,937
354,227
314,236
753,163
471,668
996,446
211,472
514,134
894,242
957,634
810,780
572,929
711,772
281,937
387,294
678,264
399,616
717,488
208,869
812,808
141,884
472,933
456,554
687,429
765,537
838,836
171,464
775,610
192,182
956,880
429,866
679,667
640,620
538,308
601,134
491,671
133,774
266,539
241,798
429,624
184,415
663,454
395,946
576,575
670,323
361,937
203,189
677,153
853,367
607,961
964,200
769,397
578,483
385,148
345,662
862,591
641,591
933,141
903,378
376,637
358,626
731,805
784,260
907,988
286,691
846,670
267,295
767,772
988,182
235,448
819,815
370,617
944,673
847,791
529,332
914,966
491,823
171,598
289,113
296,505
586,627
377,926
592,772
374,608
568,357
378,542
296,944
376,678
500,212
868,377
865,310
208,604
457,844
948,913
958,815
298,306
629,971
724,839
881,695
698,259
895,741
124,357
576,308
670,853
291,723
986,761
882,167
131,384
829,364
123,673
768,805
954,200
895,704
425,564
886,577
212,402
251,305
715,945
588,431
977,747
601,782
932,184
792,845
101,545
623,225
879,638
128,462
585,315
801,337
428,546
109,776
385,649
463,330
804,274
318,883
243,659
546,719
244,669
465,165
156,816
652,439
766,794
770,176
901,417
734,859
697,138
338,384
963,580
824,513
898,904
606,818
408,113
475,501
950,983
400,604
254,110
981,836
866,141
104,536
295,782
128,136
614,699
843,753
673,710
110,315
830,853
330,314
835,737
634,820
224,963
788,277
241,737
761,397
411,872
947,287
241,515
601,112
235,757
328,949
761,878
303,635
967,732
544,965
373,934
719,244
304,492
183,385
806,898
298,305
371,563
218,852
327,831
963,720
307,960
975,775
854,931
330,392
685,354
823,618
940,736
794,829
480,686
209,706
369,453
342,556
501,106
126,545
897,788
665,563
986,450
150,865
873,348
564,235
993,481
427,401
907,993
792,993
947,218
339,779
232,208
171,507
333,765
358,692
974,106
716,982
708,288
145,431
634,662
205,687
925,133
661,429
481,936
538,148
811,296
346,702
880,330
486,990
374,240
575,475
405,421
771,354
388,271
779,801
767,997
505,204
765,550
326,874
835,771
147,335
932,547
972,609
606,607
710,898
868,266
971,674
571,545
908,449
731,306
780,766
998,488
430,987
895,477
721,592
962,166
720,740
461,335
760,648
736,985
231,664
544,182
704,646
907,534
709,617
150,850
956,144
877,411
211,138
521,663
700,576
633,934
451,490
268,256
314,281
190,656
886,492
582,486
867,533
529,216
816,530
689,572
713,815
595,103
506,320
131,670
415,760
147,692
193,594
736,871
654,574
866,735
219,598
371,161
563,457
537,367
331,286
545,400
224,144
243,645
347,929
298,848
535,896
328,241
800,712
957,611
811,357
937,631
241,670
907,908
922,788
376,462
333,660
642,141
443,218
782,223
185,102
180,986
299,426
926,753
418,858
483,183
984,369
487,776
216,331
287,821
672,758
909,991
162,148
757,817
265,812
155,547
673,673
607,733
315,840
799,126
294,837
934,582
718,297
142,899
819,384
875,893
477,976
234,694
925,871
272,101
462,867
960,413
619,265
645,809
223,101
158,892
768,557
893,742
405,981
204,763
609,864
245,465
283,478
849,412
249,551
582,838
835,460
670,391
778,263
798,431
129,855
788,709
770,629
529,173
575,275
139,307
923,448
802,142
771,349
537,997
996,678
795,863
402,555
136,958
207,251
951,543
252,245
245,262
684,667
187,947
396,713
832,977
764,329
340,162
250,802
195,528
413,680
352,267
589,534
410,516
572,629
419,221
467,238
282,798
675,657
233,898
635,538
551,570
129,639
806,613
319,348
992,499
834,577
228,702
385,900
504,265
935,597
890,588
464,380
497,904
159,257
675,705
779,764
955,175
163,578
683,670
577,731
243,646
611,653
256,800
878,423
943,402
774,373
529,214
565,133
821,352
102,923
941,183
413,344
752,673
598,190
461,797
284,588
700,810
653,617
761,824
292,830
967,207
122,627
979,700
800,711
942,945
116,341
851,507
136,967
598,639
942,617
826,957
770,828
494,600
285,726
845,762
146,964
412,452
410,140
566,465
547,850
426,887
846,896
705,496
953,650
827,757
667,517
480,198
392,111
272,831
420,667
372,166
575,995
982,545
824,493
268,428
294,554
680,188
638,431
752,771
416,261
929,899
748,184
714,530
181,725
285,890
574,717
721,330
832,260
468,406
714,350
327,640
686,753
664,297
724,734
844,402
788,136
397,863
594,390
288,943
697,498
894,998
654,121
391,975
296,497
497,172
427,703
457,958
925,850
494,512
240,229
590,555
453,814
417,290
655,407
701,939
918,562
900,505
801,891
885,366
246,878
126,640
921,513
378,935
287,908
718,860
570,557
108,735
953,131
763,421
532,824
171,968
282,375
389,481
756,440
619,254
536,915
846,535
315,172
497,919
351,756
751,385
321,198
872,576
489,168
672,738
410,240
438,719
272,447
443,303
196,528
365,459
412,103
908,236
934,434
349,465
860,967
267,247
696,836
925,371
637,193
206,255
352,229
311,644
289,309
511,304
846,336
176,959
703,580
693,231
858,586
801,105
718,829
442,107
547,362
142,803
662,543
116,864
344,847
964,693
592,814
103,186
931,403
841,391
116,680
369,373
657,510
447,946
329,737
138,559
484,734
944,541
851,698
483,382
445,944
489,248
473,399
240,571
440,423
945,370
112,844
610,394
163,659
353,418
352,189
232,939
256,409
405,599
804,233
811,520
572,816
113,670
514,583
644,920
724,512
568,915
719,778
350,688
648,754
573,820
472,297
958,177
810,615
898,555
907,938
601,951
273,886
874,104
583,279
580,203
963,552
267,221
604,567
309,531
593,774
522,282
681,980
490,795
592,795
942,481
702,486
632,406
910,556
751,877
709,706
417,686
501,531
570,504
218,980
877,956
902,514
502,641
142,636
623,710
921,275
577,306
292,423
923,501
250,535
443,645
451,241
404,356
615,230
997,727
829,208
727,707
438,287
782,981
343,567
667,812
652,553
935,242
632,197
719,262
765,533
290,259
752,615
731,442
535,889
857,542
306,263
999,132
704,624
125,102
530,733
741,873
828,636
345,307
196,895
488,222
460,665
278,418
201,754
860,341
345,830
284,691
709,174
233,758
906,825
450,466
989,991
246,353
300,594
751,712
247,435
303,948
678,177
109,715
423,499
966,143
131,990
877,921
521,823
375,855
478,418
569,800
402,482
455,734
555,490
309,449
178,898
713,474
596,685
642,675
990,521
670,910
735,101
252,101
225,475
834,917
630,956
582,203
711,505
808,887
724,964
772,539
925,677
766,640
556,260
655,297
152,448
846,316
158,549
232,114
474,233
290,479
768,667
835,486
408,485
221,196
985,178
125,360
496,178
137,386
540,439
615,587
674,675
336,289
998,135
769,748
463,856
240,186
244,595
723,587
209,720
840,568
775,656
751,976
249,618
762,601
822,776
474,590
769,106
545,248
445,686
997,978
273,307
688,721
967,575
489,550
999,106
841,793
631,107
436,352
926,531
201,561
782,970
447,683
453,996
646,985
271,135
472,575
295,799
671,626
878,652
236,419
142,622
779,636
636,257
967,617
589,484
720,863
606,745
503,807
981,992
473,980
643,186
627,863
990,460
876,465
334,811
848,240
192,183
341,957
721,922
594,243
292,875
731,866
491,851
609,549
310,366
370,798
803,307
339,315
758,323
483,729
747,271
148,766
322,667
380,855
109,563
512,654
921,940
935,532
480,430
315,717
220,520
977,239
791,902
874,150
414,552
621,956
714,609
645,571
370,556
801,408
899,335
581,629
471,689
720,198
646,838
129,781
269,555
967,385
308,227
228,230
864,481
770,334
445,906
667,738
731,112
588,752
113,462
447,587
320,564
340,538
951,915
481,498
274,585
439,265
853,338
617,403
396,744
177,668
524,445
143,289
742,470
176,999
402,611
477,594
446,113
456,984
989,538
548,816
635,910
416,343
848,188
413,683
641,982
720,214
254,728
800,749
284,884
938,951
224,430
985,408
244,808
293,649
333,734
823,388
877,848
556,403
955,400
869,501
430,774
448,294
756,400
139,884
163,501
194,495
432,806
749,473
668,465
169,197
568,441
500,941
710,158
151,102
509,471
149,792
304,313
935,289
204,949
877,286
187,818
366,223
206,571
927,196
722,231
506,526
536,547
725,976
899,904
582,726
102,771
991,338
898,527
379,685
830,432
793,609
739,261
844,466
825,619
338,971
998,767
700,667
429,294
896,281
108,252
301,550
911,678
495,340
875,513
184,859
511,577
288,302
742,815
842,579
521,359
732,151
145,813
128,446
417,811
772,358
983,269
611,629
906,642
362,254
864,446
609,213
690,268
501,113
394,720
541,112
129,558
661,824
408,899
180,406
710,638
669,905
174,235
193,122
115,521
425,837
305,587
990,998
210,305
291,998
178,253
652,376
571,542
915,610
370,280
397,546
803,186
304,668
513,440
973,466
828,783
792,339
243,723
342,108
581,382
355,136
545,402
545,565
832,248
291,844
605,172
587,862
604,917
336,450
709,327
310,470
182,573
808,592
933,105
497,212
255,625
427,239
943,738
129,112
403,917
869,376
495,585
932,274
307,497
597,772
205,237
605,816
627,433
348,869
360,599
759,478
407,864
378,311
748,501
594,707
982,217
825,707
625,287
366,368
830,135
616,797
784,116
717,827
123,482
576,378
346,331
602,934
231,759
546,294
542,937
607,803
124,734
904,846
606,571
521,824
612,723
819,486
545,385
373,853
138,335
459,502
521,733
138,914
914,268
319,712
802,406
610,199
370,557
811,651
694,215
304,551
497,853
237,952
692,164
465,895
778,301
969,904
695,968
207,520
263,551
241,216
663,377
362,739
841,799
497,490
705,341
757,586
465,693
264,339
750,498
292,321
446,434
820,434
907,477
695,859
306,296
336,760
202,570
117,237
920,472
742,645
848,497
409,933
721,375
528,652
289,799
502,864
498,244
611,153
487,714
134,919
823,195
821,151
247,203
919,926
443,994
215,496
494,544
599,798
363,287
187,171
235,150
486,501
833,801
701,984
246,206
497,221
721,720
319,419
895,833
454,707
462,661
585,214
279,797
131,494
324,763
435,369
795,723
310,842
383,843
777,246
184,204
836,972
774,579
665,388
321,761
290,788
355,920
944,278
284,402
112,310
734,357
725,249
559,476
564,958
894,152
435,581
616,478
514,751
591,955
741,982
228,116
635,992
879,849
645,238
567,278
465,423
702,847
748,653
608,143
864,276
725,906
735,620
232,757
155,579
408,237
172,135
642,930
857,678
446,541
655,677
861,609
268,333
569,124
200,807
154,627
704,266
760,836
319,393
622,956
260,847
321,182
976,324
213,656
257,915
228,912
814,430
979,683
966,148
626,187
849,912
447,924
491,172
953,954
874,269
551,799
118,211
468,253
538,240
405,519
213,145
464,795
991,903
417,623
457,427
607,138
724,686
507,233
654,987
845,710
263,151
360,588
672,798
542,986
485,831
608,676
262,545
197,226
901,597
218,476
634,620
873,561
920,699
588,179
160,535
117,328
818,140
570,541
901,922
560,435
911,481
308,907
173,335
104,485
251,619
615,218
191,213
860,601
671,558
860,319
370,128
398,318
906,334
107,674
738,898
365,793
680,472
892,476
222,184
887,256
890,263
829,638
761,922
899,524
886,732
396,273
710,124
392,719
293,813
617,289
877,949
983,838
560,709
473,595
727,911
788,857
641,948
224,523
451,328
959,599
496,619
726,986
611,396
166,996
150,962
792,853
169,859
447,577
126,932
590,361
629,216
644,846
978,508
864,399
511,807
223,573
189,546
296,278
432,932
570,722
390,390
389,444
519,913
353,196
580,353
593,623
419,705
224,652
210,401
581,928
678,145
928,559
952,261
879,526
779,723
307,228
872,705
290,429
664,870
144,517
420,315
382,231
560,320
119,194
769,402
222,720
737,705
136,266
280,917
308,184
765,390
224,658
797,923
890,473
352,610
406,198
756,853
930,918
647,847
885,160
165,545
850,467
780,782
257,988
777,412
465,350
240,183
645,254
101,231
128,707
380,380
568,583
945,268
192,118
566,702
269,510
938,599
268,183
203,206
651,791
702,280
155,624
168,940
283,814
163,577
101,964
842,641
467,566
204,867
427,866
567,761
727,825
890,325
137,633
100,126
801,469
155,664
659,701
430,983
391,357
340,191
418,829
805,609
922,521
719,661
660,411
505,132
669,449
990,890
808,827
428,118
357,883
441,952
406,930
655,911
563,500
890,567
886,605
335,405
287,411
460,740
474,354
289,510
794,895
436,788
354,742
970,785
893,467
927,874
543,668
187,545
722,785
798,187
359,806
352,667
360,117
662,736
636,215
478,811
813,421
965,786
523,889
786,182
300,655
751,623
239,716
952,784
693,730
462,957
964,155
378,731
134,431
845,917
943,844
425,382
884,943
363,631
454,927
601,882
340,489
760,509
180,419
983,131
824,931
886,872
436,816
876,117
487,384
820,288
858,677
998,164
949,725
552,728
364,790
817,381
942,620
537,452
774,405
867,214
440,629
302,164
178,740
377,149
313,671
616,192
990,235
800,361
742,799
236,152
419,718
312,277
667,425
589,492
151,511
547,430
796,197
380,561
457,860
947,649
110,492
612,944
690,563
583,817
326,783
901,514
392,902
389,349
762,440
318,852
382,428
317,149
104,833
255,113
535,690
816,208
344,637
795,103
702,777
578,712
372,129
105,473
954,571
791,178
935,182
336,106
429,276
955,496
276,431
235,723
915,746
440,481
695,835
601,406
358,225
557,314
279,567
223,361
420,740
536,897
369,516
897,446
298,489
583,246
837,795
254,424
316,358
978,347
407,331
434,643
561,742
791,480
877,703
437,182
498,378
904,424
532,119
555,211
429,406
482,973
648,104
237,396
484,321
763,376
120,198
303,644
705,864
452,802
214,160
147,328
841,860
810,480
353,869
679,560
950,596
437,992
420,274
266,123
352,615
477,282
787,143
283,647
180,877
254,889
205,776
646,204
645,369
676,563
786,768
827,762
385,529
930,176
845,920
755,550
899,357
771,746
549,205
561,114
992,924
542,834
436,642
793,790
579,224
411,221
164,639
518,391
638,169
341,402
435,264
731,734
334,959
409,467
255,328
167,309
610,836
157,955
655,403
691,936
638,513
801,447
591,237
437,655
178,275
563,800
239,439
850,160
752,144
825,681
339,760
951,268
158,382
923,580
285,565
946,321
358,995
150,297
558,501
484,707
800,897
860,170
295,656
171,519
506,754
642,240
418,838
902,891
652,935
276,186
245,617
921,937
649,493
191,593
304,324
593,925
384,456
785,110
781,405
225,242
267,875
297,568
268,982
194,194
229,200
574,198
330,400
398,453
748,116
208,782
153,735
454,532
409,395
797,739
195,839
485,292
847,103
512,319
317,485
791,572
467,118
747,455
681,163
690,275
758,975
614,446
904,461
425,160
502,253
100,430
836,686
686,964
951,845
284,247
470,713
815,572
280,730
783,718
635,138
233,519
485,848
531,303
223,749
615,825
148,488
586,255
686,408
736,109
394,135
266,315
133,264
520,902
786,802
305,364
202,659
497,119
662,526
215,201
952,604
177,889
163,829
189,434
830,480
206,332
926,723
802,511
633,300
869,715
941,525
940,225
996,151
378,761
787,143
191,400
758,269
546,471
818,748
705,694
497,302
220,954
500,124
355,819
108,634
487,253
522,268
169,315
816,167
608,428
163,195
138,512
303,808
555,623
976,990
931,768
216,656
336,743
687,418
950,424
144,143
650,139
893,475
880,898
858,847
260,817
297,679
395,432
590,957
817,758
168,704
123,869
880,977
878,182
860,124
847,270
563,604
960,251
343,910
767,541
252,746
672,813
785,333
340,139
163,436
753,575
868,773
849,104
926,723
266,502
