T_i,B_i
538,394
121,493
574,918
891,629
343,772
140,622
856,961
572,932
792,743
506,535
576,608
582,180
446,807
288,335
864,909
520,851
753,542
836,359
402,879
817,851
289,164
698,497
181,951
894,135
807,381
793,742
738,747
542,818
693,153
816,770
406,307
104,947
453,619
942,958
222,606
999,431
189,631
559,222
135,479
801,406
713,167
644,808
218,752
381,959
824,888
563,415
400,104
100,679
744,848
638,329
882,145
845,152
808,944
119,844
246,442
768,429
490,322
631,649
411,844
166,406
787,967
486,121
854,545
505,871
356,459
623,670
189,129
706,566
475,892
600,457
411,720
119,707
827,940
587,986
103,430
974,803
598,433
813,491
609,276
312,940
442,850
884,874
752,709
657,784
845,726
484,725
352,453
487,958
585,668
626,810
153,380
119,366
343,767
676,961
859,566
141,497
598,381
815,155
492,724
320,536
155,435
538,540
792,396
273,752
408,963
808,180
968,895
717,865
336,351
361,615
455,873
357,617
786,329
457,311
758,607
147,196
170,671
965,335
381,971
167,778
250,544
353,462
203,645
346,731
633,564
260,138
140,497
585,415
972,852
587,973
225,365
829,138
875,236
969,529
680,571
538,304
771,195
418,667
871,957
229,238
194,554
632,746
389,857
631,463
827,655
948,502
810,704
970,864
974,277
769,650
167,526
867,668
864,100
639,527
332,944
707,224
527,641
176,667
150,517
178,515
832,785
275,418
970,185
993,641
722,940
333,209
477,992
174,497
199,610
187,907
762,172
193,781
284,509
254,253
280,414
969,446
830,498
246,780
831,931
539,298
920,534
318,810
886,522
599,987
852,787
198,118
723,467
260,467
894,687
541,325
907,417
315,583
948,204
745,137
193,347
907,191
386,235
778,123
411,804
511,207
543,157
661,995
731,948
892,900
251,803
140,531
798,137
368,135
142,964
435,964
177,576
513,545
393,388
894,574
114,186
758,217
197,641
769,100
647,733
701,777
907,150
317,330
176,596
617,133
133,985
207,502
545,246
608,580
331,150
270,852
555,824
689,390
375,667
192,181
928,254
404,801
122,454
509,674
824,494
734,953
648,884
810,158
813,523
572,215
670,703
916,177
750,119
322,166
508,487
109,338
291,970
459,449
701,253
858,785
500,376
203,793
374,291
697,699
814,959
955,333
612,898
271,632
295,455
263,565
711,766
444,884
300,688
486,626
586,135
465,991
686,723
769,598
910,291
476,158
368,141
915,883
958,995
316,553
730,778
231,447
294,250
716,853
847,672
518,335
234,535
182,686
708,227
766,509
532,848
969,106
466,737
255,652
222,890
863,520
287,911
436,955
986,626
177,912
696,525
434,709
363,390
343,851
476,412
123,623
139,919
598,126
343,940
594,738
126,762
992,234
240,140
240,245
898,991
470,514
266,604
628,738
704,498
717,636
657,177
660,704
375,639
527,533
603,140
228,459
375,137
463,616
397,419
866,947
109,694
265,526
850,437
410,966
345,558
229,973
966,976
370,630
292,426
213,214
289,165
941,944
964,694
209,107
423,214
786,568
936,836
941,699
815,869
438,272
257,438
823,643
686,648
284,963
783,905
456,835
187,633
602,346
140,659
621,191
772,324
248,173
358,692
432,357
592,789
849,226
887,181
995,104
304,183
757,516
336,304
621,949
304,289
882,965
425,990
606,254
616,540
130,137
690,159
146,601
678,837
485,150
125,530
255,299
151,817
791,623
442,236
364,650
699,480
262,463
282,125
325,256
534,943
197,170
734,537
231,313
747,475
338,472
731,561
601,890
674,961
710,123
715,495
130,263
741,342
698,815
722,290
330,938
367,807
458,593
721,800
186,964
605,805
197,723
941,142
850,648
117,228
999,529
431,236
306,199
818,858
362,109
361,772
835,894
551,617
665,994
747,764
347,969
974,613
238,436
957,119
348,602
903,447
754,829
418,104
807,792
265,161
129,253
505,568
272,270
245,434
464,979
675,497
777,525
954,618
383,889
356,452
490,727
799,349
162,895
678,212
411,154
700,873
171,221
528,820
271,720
543,756
774,753
346,203
520,108
457,850
933,177
998,825
679,971
114,824
856,733
709,392
987,202
507,523
265,954
732,460
435,285
603,918
622,321
633,148
151,940
328,762
234,210
806,875
455,494
208,484
597,860
617,756
828,850
160,758
142,567
750,672
880,278
125,433
446,171
298,309
721,266
357,445
118,411
942,716
822,699
275,825
784,690
921,993
738,278
465,809
115,227
948,705
486,418
912,999
703,268
320,971
659,229
908,655
437,930
158,234
744,715
227,634
773,958
998,449
649,147
102,327
847,599
561,858
821,124
492,632
876,800
788,310
519,994
140,448
154,681
515,433
743,211
452,237
581,256
822,902
737,347
154,936
216,979
379,839
479,152
265,942
110,495
217,966
178,324
986,873
601,466
612,933
267,444
798,798
378,254
631,616
720,447
824,594
694,905
172,245
413,347
490,753
666,315
375,160
533,618
693,461
360,440
624,703
726,351
108,961
473,896
771,438
376,480
656,736
680,580
711,931
137,304
309,518
628,348
570,402
345,468
891,844
767,222
400,698
586,101
567,308
555,497
367,564
427,761
943,385
481,917
715,372
508,164
708,803
530,345
703,730
594,329
527,422
772,856
618,949
885,504
666,587
668,369
265,811
941,866
554,274
734,310
660,530
796,882
726,842
212,415
436,506
744,575
812,784
639,573
133,467
528,211
222,700
771,927
790,474
156,635
771,602
556,865
540,274
765,206
555,458
285,945
975,576
958,960
936,598
637,634
478,664
236,740
374,746
435,802
767,416
544,284
112,986
248,573
515,520
784,633
724,419
542,691
389,152
514,943
237,332
470,374
168,529
648,553
410,161
794,125
382,357
707,275
973,384
216,223
525,587
117,755
865,210
369,467
496,651
375,739
247,463
754,863
541,937
309,939
443,420
115,505
331,519
786,580
604,536
881,932
347,974
770,685
810,422
121,532
739,186
881,776
501,698
733,241
899,810
721,156
642,824
772,342
367,640
515,141
819,510
395,551
442,162
237,718
688,316
293,143
434,231
343,681
742,371
807,282
818,591
200,458
471,995
985,649
324,266
177,165
669,769
797,913
173,916
981,459
667,146
819,822
280,631
272,185
903,981
472,780
684,365
685,160
843,405
550,631
935,736
589,563
158,804
716,860
471,323
542,983
345,857
757,584
795,921
492,274
832,744
847,983
835,618
811,341
698,652
979,781
640,555
817,585
489,102
943,846
390,271
839,616
149,371
743,864
872,872
327,507
888,963
710,241
907,223
840,431
799,454
984,521
194,854
853,519
113,141
434,806
313,422
592,122
901,636
896,955
169,702
580,928
534,201
893,486
816,680
215,736
270,307
891,668
923,557
722,439
553,533
418,858
175,109
806,702
342,863
587,653
114,201
980,481
125,157
941,997
353,629
355,210
396,239
366,616
298,378
940,962
427,238
960,693
693,861
110,627
138,680
203,566
328,152
426,543
725,453
472,989
741,542
603,755
473,774
708,869
233,897
579,162
748,750
470,376
298,188
399,856
630,650
191,950
585,367
991,707
125,239
654,101
242,189
659,580
304,179
619,223
584,187
653,744
247,636
166,213
386,275
820,418
190,164
240,387
969,240
124,457
246,559
509,952
750,589
300,697
651,481
225,231
784,185
656,525
991,860
497,250
249,644
426,497
393,462
504,191
919,911
640,236
294,129
823,105
286,645
539,616
661,141
725,774
173,637
779,220
603,354
595,192
934,835
484,528
519,721
552,579
738,810
132,866
792,166
709,437
591,343
892,223
427,849
726,552
867,826
690,813
172,391
724,217
817,818
998,213
971,948
131,480
229,610
995,660
677,210
187,663
196,297
431,483
767,298
199,541
780,218
746,299
135,813
141,387
294,407
927,897
792,956
662,412
723,388
538,283
977,893
580,198
999,175
791,404
867,583
518,941
680,642
312,307
876,235
700,123
667,119
949,437
542,545
783,600
304,265
163,827
347,717
159,709
300,914
498,788
811,706
637,254
700,542
964,742
138,810
211,849
737,407
613,248
879,868
328,229
744,496
956,536
122,864
791,229
197,822
442,991
867,314
634,634
691,696
738,158
626,395
120,335
600,338
720,774
208,884
557,476
274,785
951,644
478,875
886,222
730,825
333,547
814,284
927,327
668,674
864,952
638,916
765,212
839,355
417,864
161,492
639,105
103,926
177,680
998,473
917,538
826,395
326,342
333,254
196,538
947,639
566,429
279,576
637,765
310,636
859,520
374,683
109,502
456,965
573,473
788,777
977,558
679,851
163,197
752,315
930,229
783,270
314,984
759,969
476,429
267,367
393,398
321,690
186,973
510,753
689,486
835,647
908,695
185,414
241,625
122,316
628,797
754,474
143,878
222,898
232,738
690,268
410,530
283,633
845,458
718,269
218,726
642,311
572,562
732,662
629,509
464,243
373,793
579,577
782,846
854,886
667,125
717,390
289,559
761,363
893,805
895,692
798,370
242,484
673,919
534,521
881,884
360,249
898,717
393,849
119,392
697,370
797,490
774,626
786,392
657,553
334,669
660,778
888,941
546,154
296,175
966,146
749,615
736,364
136,739
305,696
707,668
435,365
174,829
811,697
543,635
951,854
980,778
354,909
459,697
852,233
127,739
514,702
409,606
809,148
791,719
902,940
850,422
333,968
318,304
242,179
139,958
472,593
565,663
215,738
378,868
867,254
343,529
477,812
717,210
497,617
726,541
937,767
788,297
811,327
603,995
233,827
735,246
564,131
134,727
459,924
501,629
901,861
220,896
110,538
750,597
187,419
265,515
227,512
130,564
466,134
522,905
480,819
293,452
905,959
908,460
529,278
114,786
842,988
615,537
484,860
414,257
103,389
990,441
794,805
685,923
361,788
844,212
476,507
600,412
823,113
455,227
766,631
663,935
915,694
504,929
825,533
310,734
832,669
782,779
435,489
895,568
800,416
892,681
549,988
217,611
607,346
199,756
253,250
210,338
875,885
846,247
834,209
575,695
913,687
851,583
490,489
757,735
537,546
408,197
243,290
767,108
626,555
378,254
866,806
812,490
907,291
170,323
337,304
338,778
973,617
862,519
392,180
891,958
550,518
525,257
355,819
846,944
449,878
841,745
385,884
548,143
784,925
112,280
851,925
156,522
481,337
670,671
199,872
900,463
904,149
476,459
494,792
319,476
968,928
101,573
836,349
963,999
227,765
565,309
980,742
990,380
137,864
459,939
246,134
830,554
390,188
761,738
364,332
379,251
689,959
160,218
486,495
832,744
474,196
462,872
281,257
276,559
899,668
514,652
659,750
228,402
556,220
617,880
994,710
693,421
615,284
446,889
839,932
775,161
187,930
506,457
978,546
894,691
786,359
410,253
493,245
724,839
789,261
484,932
774,784
889,405
397,593
671,227
469,818
403,257
538,550
381,115
349,300
415,389
265,728
187,406
988,938
736,517
318,176
106,764
522,203
779,316
716,125
450,347
291,624
910,587
150,153
115,783
440,270
520,464
731,898
503,818
584,168
343,292
636,235
639,654
413,832
519,697
238,286
230,988
829,437
452,958
905,782
483,311
243,507
626,403
124,670
388,897
332,401
301,666
934,730
318,871
743,154
386,990
190,859
888,892
891,742
690,593
495,424
159,216
489,258
841,262
416,723
642,431
759,961
461,509
523,526
919,157
881,308
288,494
750,450
866,296
631,281
670,202
259,575
910,886
963,253
833,470
362,506
685,360
719,875
209,104
446,859
413,290
423,518
276,489
468,742
124,329
759,558
270,876
399,866
512,267
158,884
844,687
747,508
761,451
438,560
554,503
654,940
200,907
773,263
258,455
733,351
879,827
178,310
986,313
429,252
784,111
396,807
508,578
810,158
708,919
290,234
920,623
710,252
355,826
590,198
870,632
525,704
955,705
987,135
659,649
722,167
916,499
315,740
789,128
605,887
936,619
294,846
122,879
187,888
563,328
560,151
633,891
891,837
336,561
664,377
589,878
371,194
678,241
856,162
535,920
359,985
349,981
477,306
140,541
740,462
705,808
854,772
101,195
720,768
974,718
391,715
692,177
982,983
378,900
319,379
173,139
628,570
824,217
944,117
313,758
755,270
192,185
390,157
775,328
961,324
807,447
242,238
653,849
176,234
172,452
321,181
349,190
706,714
516,100
542,867
685,350
301,698
750,184
728,336
722,800
867,329
528,860
728,430
992,904
835,160
379,890
398,150
263,675
782,242
549,512
454,586
285,589
781,226
770,731
836,715
177,928
628,105
621,710
792,354
388,353
763,333
372,180
610,729
685,184
281,539
700,101
869,507
572,847
397,930
369,919
967,269
271,631
260,853
853,662
974,690
255,237
795,931
691,779
790,703
356,497
390,371
854,943
595,471
537,481
328,408
900,211
332,840
210,458
629,578
190,779
122,910
144,821
140,942
135,321
768,112
361,600
436,521
900,978
762,342
167,420
423,557
988,797
716,925
300,923
466,489
590,512
374,327
534,373
473,480
866,794
153,826
563,660
576,778
544,521
410,623
920,681
987,579
425,209
544,116
811,879
581,363
582,385
629,704
969,453
642,452
561,642
739,624
262,255
427,158
177,903
685,781
592,204
983,508
