T_i,B_i
915,452
568,948
164,642
873,890
913,127
217,881
503,871
792,128
864,748
754,579
712,876
566,124
544,612
726,404
176,646
586,316
640,165
594,295
468,481
533,950
187,144
220,535
906,479
104,361
968,356
278,275
764,215
776,337
860,789
897,535
911,929
364,223
831,945
188,841
323,729
157,870
207,344
964,656
877,407
421,112
493,902
786,552
447,183
991,369
831,746
119,982
315,686
998,706
748,350
984,863
281,803
258,276
738,389
858,518
489,723
350,598
666,420
691,866
454,573
881,692
401,255
826,866
697,985
561,214
427,141
941,575
915,174
867,236
974,578
778,821
165,325
719,605
471,922
826,941
527,904
483,395
465,565
576,360
209,329
430,922
614,813
510,896
703,841
106,907
314,504
745,102
347,723
988,761
160,895
420,646
721,688
756,734
226,984
350,386
874,717
554,501
919,650
402,892
294,850
260,875
346,189
195,495
205,647
222,842
972,290
582,867
227,814
371,624
754,641
551,381
488,971
929,882
480,719
958,426
548,385
363,407
278,487
836,643
583,635
805,749
643,583
777,612
990,759
678,835
188,892
659,400
727,825
699,180
509,574
762,727
758,224
992,167
754,370
331,740
191,625
697,268
365,273
172,576
200,799
349,948
145,197
450,151
496,809
704,732
664,354
198,329
637,688
430,233
305,309
544,221
446,762
385,198
386,161
627,316
562,655
603,426
125,730
787,750
337,811
887,784
864,807
140,262
508,206
384,782
288,855
798,496
395,843
892,981
748,573
974,128
608,684
480,841
759,612
150,112
398,627
725,262
439,353
474,456
190,453
483,593
750,589
816,825
950,602
244,374
126,700
130,465
131,227
917,963
492,258
665,854
989,262
432,782
741,741
496,627
254,839
178,873
476,112
475,805
367,534
766,748
946,750
487,836
449,201
287,980
198,864
983,608
699,597
632,949
967,755
699,369
303,555
189,363
319,275
436,810
721,265
690,487
504,996
795,108
804,129
436,926
952,652
163,472
495,532
396,342
549,950
846,719
278,337
146,426
372,154
473,724
111,989
138,197
758,581
716,367
415,301
671,612
216,349
897,809
945,534
501,610
434,593
140,891
620,189
945,896
707,304
519,427
287,157
919,265
340,733
111,545
503,787
255,745
429,217
922,549
742,551
403,409
445,848
422,358
117,132
974,988
751,233
985,212
274,765
433,188
738,628
216,776
790,381
598,838
859,882
848,589
979,588
469,363
226,926
918,656
483,138
551,433
721,470
726,576
744,739
546,753
137,252
574,415
605,176
553,140
691,251
697,171
998,670
495,616
530,432
991,456
208,591
754,405
788,774
953,563
405,781
741,975
963,215
150,101
126,147
644,818
468,874
470,138
901,245
776,839
628,500
569,861
695,540
363,665
156,142
154,510
540,745
813,913
380,963
754,911
475,640
967,214
252,129
865,553
857,644
168,649
429,210
955,394
465,944
862,423
281,152
492,807
526,692
316,325
833,657
701,886
725,293
732,671
366,646
324,495
292,297
658,445
113,192
238,336
328,174
616,936
521,289
736,403
583,146
321,449
495,985
744,963
280,175
394,347
219,932
821,308
326,339
642,606
614,349
582,721
650,965
954,749
807,933
743,878
487,368
839,297
917,670
913,763
485,238
906,670
700,504
382,150
188,639
192,441
469,522
499,583
183,806
779,812
789,832
379,268
800,166
689,358
887,471
405,245
363,932
772,681
118,471
693,907
982,475
115,542
129,928
265,213
706,118
665,835
465,639
645,758
928,841
804,717
960,337
751,844
555,463
918,755
277,248
556,947
272,741
474,284
853,176
180,117
373,104
547,952
598,879
116,101
318,165
386,976
314,440
426,109
952,526
295,122
534,106
142,946
275,897
417,416
747,948
623,753
235,374
195,254
287,372
775,280
391,414
147,580
804,680
146,123
788,616
919,303
722,905
683,784
642,951
963,990
584,797
462,801
983,527
217,929
877,785
403,848
839,823
323,668
496,311
265,651
970,356
359,579
959,198
480,226
179,850
715,347
987,968
852,101
562,204
202,281
243,927
846,713
425,363
863,589
575,499
584,264
195,578
540,376
910,443
574,538
189,736
288,102
753,456
248,237
639,935
264,648
195,788
988,285
435,791
675,990
497,373
661,353
633,697
114,357
562,570
483,186
923,961
909,276
571,360
231,184
394,506
460,402
599,584
127,859
539,672
964,659
968,905
580,789
749,915
248,758
249,680
619,890
972,719
443,713
321,135
360,821
292,108
774,379
603,377
328,692
469,156
863,432
264,567
959,868
305,700
588,444
903,446
431,764
283,944
973,300
923,888
641,749
326,180
847,415
700,123
783,527
271,840
593,200
328,805
990,239
117,335
715,635
127,816
112,764
344,299
261,621
725,191
872,638
222,511
869,117
796,905
594,140
166,755
831,508
900,593
152,997
155,557
245,847
338,781
598,736
413,161
823,122
306,633
231,133
746,438
347,802
546,513
335,540
751,862
603,306
420,828
569,216
971,771
867,415
674,553
937,747
562,182
781,596
554,930
204,898
712,674
819,584
629,109
438,228
791,660
289,772
470,159
398,587
630,108
128,574
643,605
649,578
977,348
295,583
171,937
128,353
878,733
472,593
879,625
748,193
169,528
309,974
498,838
568,472
844,640
216,302
369,300
876,824
464,587
380,316
902,408
165,861
129,634
708,689
576,696
346,412
618,907
991,307
436,421
337,780
177,751
292,421
233,518
363,344
673,167
779,594
839,969
567,838
975,376
652,494
963,830
341,769
513,380
577,436
427,886
244,646
905,908
395,972
631,954
288,449
159,586
361,169
121,460
657,798
815,375
132,914
177,225
401,726
550,786
132,556
265,272
908,316
982,453
767,550
954,730
271,779
478,294
716,735
313,951
260,819
745,591
376,783
916,434
162,104
249,839
773,561
326,827
785,463
990,336
104,415
440,563
754,401
409,122
963,551
260,139
628,480
603,529
952,528
315,783
775,775
158,959
133,137
813,618
224,839
641,919
381,839
868,837
878,388
688,949
659,731
574,959
760,413
546,822
611,981
338,703
286,880
113,529
145,935
569,375
471,438
609,180
769,710
108,779
724,551
317,944
746,543
622,788
657,630
108,579
949,539
602,245
463,652
504,145
163,858
286,988
908,562
205,538
864,444
407,133
648,693
279,739
411,446
979,255
705,578
430,239
903,547
830,632
816,669
277,251
436,395
845,697
436,964
760,521
727,976
170,120
163,717
527,995
457,897
847,333
435,647
640,858
204,889
890,326
624,696
441,318
638,214
616,665
417,546
848,339
268,570
832,329
698,815
651,182
870,824
670,105
985,641
978,152
413,143
713,190
668,894
674,761
403,899
427,492
173,100
294,497
816,666
971,905
885,805
619,998
213,587
279,983
692,219
132,167
807,250
906,853
430,510
160,577
994,177
211,394
801,237
151,732
384,812
144,257
728,877
770,500
203,707
981,632
807,547
794,957
152,579
225,525
911,962
618,353
735,768
764,745
684,924
276,819
202,166
742,654
301,970
282,943
938,279
344,160
966,316
175,801
933,936
829,398
755,942
976,281
227,846
435,675
380,249
165,891
951,922
695,253
755,208
698,195
992,122
770,679
888,900
656,404
198,117
301,263
490,724
777,534
394,703
299,962
709,198
435,516
455,865
223,948
639,723
303,927
708,217
226,711
779,124
626,816
378,553
247,602
831,270
867,647
833,332
357,887
691,702
529,210
416,971
911,442
276,530
669,367
304,199
202,888
368,664
200,588
162,543
231,397
565,781
704,607
863,532
586,645
282,798
176,714
420,259
640,635
641,678
570,450
622,349
883,611
907,951
399,946
260,699
867,846
784,876
560,991
421,322
813,237
790,324
968,698
408,293
187,714
519,919
736,655
501,345
809,299
429,186
972,313
381,144
270,664
290,349
516,359
936,806
180,537
102,329
878,444
647,156
704,828
709,612
308,728
758,434
616,156
596,398
869,548
585,182
979,764
362,666
741,676
717,659
268,139
799,204
119,323
710,182
652,896
773,884
144,490
830,703
670,470
276,843
730,147
305,852
306,637
290,651
293,136
554,611
542,647
536,978
639,926
678,181
477,953
505,781
373,759
864,417
630,638
714,546
606,181
514,538
544,441
420,577
805,487
167,205
782,967
407,484
699,144
174,948
634,488
991,108
321,620
484,304
344,108
520,801
199,475
169,589
287,686
807,147
330,716
210,698
762,170
785,263
165,440
808,275
268,328
200,180
251,217
878,831
855,348
298,738
332,222
761,976
131,516
863,734
297,535
827,609
428,327
250,669
937,785
590,334
735,960
824,616
345,778
498,166
685,291
150,418
365,580
956,405
860,898
637,904
684,982
677,557
736,968
625,867
844,686
872,681
970,906
576,742
662,381
396,532
849,321
181,362
761,579
809,566
975,685
872,960
836,523
274,254
159,860
245,752
248,206
297,597
622,994
607,850
379,298
252,672
309,484
321,322
143,610
895,868
642,362
804,984
917,929
975,528
986,357
150,658
940,885
604,190
279,671
196,445
232,701
507,733
106,655
182,522
512,537
897,736
558,132
891,764
689,784
957,287
366,875
181,524
333,318
208,388
324,738
506,267
625,336
552,373
922,877
915,610
192,599
914,258
639,210
705,564
150,859
836,281
447,327
996,505
745,726
983,598
337,791
482,311
987,649
132,789
583,135
934,578
306,832
954,998
995,592
333,892
920,742
765,993
812,809
438,746
964,523
755,466
800,409
721,597
768,409
285,158
946,287
515,821
504,730
585,287
505,155
381,396
696,796
671,361
113,218
644,370
799,751
269,655
607,404
639,114
690,390
930,146
391,525
563,768
186,864
293,866
146,686
904,940
448,337
250,697
614,601
366,380
890,265
573,766
726,458
986,322
531,747
711,814
958,150
273,575
821,232
989,710
563,606
527,841
746,968
657,992
850,704
380,549
281,336
277,487
981,728
703,536
240,426
457,342
968,131
189,422
684,614
761,596
365,616
880,262
429,927
401,743
628,568
339,781
516,455
817,838
764,211
805,384
932,135
242,324
395,163
492,205
353,943
578,671
556,279
183,783
228,216
658,102
562,170
855,369
318,939
705,980
329,516
884,634
855,849
709,735
911,892
328,849
951,724
901,566
810,874
885,245
325,760
732,608
198,373
868,185
470,876
174,817
951,184
991,853
977,190
176,382
374,891
988,536
431,840
969,453
200,306
568,634
186,788
981,266
407,627
482,959
890,153
174,451
687,817
572,138
616,929
687,247
951,341
231,392
835,584
490,994
530,812
218,595
648,362
967,345
360,235
756,686
763,463
876,221
246,395
174,540
932,159
398,886
555,589
633,169
660,483
293,633
420,783
784,818
280,578
416,753
727,135
816,235
292,645
752,623
287,408
596,589
844,968
898,312
577,325
287,488
433,464
813,124
762,233
553,618
981,553
530,481
763,667
510,398
355,206
572,746
218,390
745,599
518,124
368,275
643,405
260,232
816,132
443,744
150,733
599,700
954,816
255,314
458,794
437,736
591,713
771,811
455,876
109,632
982,789
830,686
525,868
473,595
283,297
470,237
562,533
769,597
270,259
541,699
327,120
798,338
850,123
300,167
670,271
791,399
517,451
212,682
755,569
455,549
547,575
157,937
610,611
510,977
393,307
365,739
359,790
244,579
864,197
477,879
833,105
230,998
970,734
638,361
203,743
778,231
238,783
910,306
571,216
896,940
287,195
980,949
448,320
352,990
662,209
553,548
279,815
325,311
694,817
526,135
430,633
523,113
868,967
761,157
427,975
591,310
435,296
790,329
866,289
263,834
680,681
312,234
169,417
507,280
296,342
916,894
696,552
893,568
714,737
998,411
752,693
195,121
584,951
642,669
552,683
462,988
493,818
635,201
588,366
548,195
842,428
206,671
971,914
285,751
597,445
281,976
996,101
958,544
391,250
191,568
609,410
194,843
337,832
102,290
103,536
136,141
999,108
183,373
587,912
543,778
630,548
687,752
966,827
802,436
291,528
958,680
603,332
576,973
272,430
424,850
606,719
318,733
375,958
151,912
547,829
647,611
959,336
217,719
138,797
819,276
572,650
273,935
112,633
205,679
950,908
796,809
637,280
397,153
532,899
334,869
708,985
692,484
768,923
554,807
901,628
943,352
414,179
553,234
640,239
431,594
438,373
355,742
155,469
971,700
380,450
553,680
504,678
798,505
447,996
247,597
141,647
720,912
185,613
250,861
375,321
146,831
191,502
200,158
208,849
134,247
492,917
126,884
792,286
691,522
522,422
913,496
914,443
723,873
699,398
170,766
475,563
329,751
614,226
180,142
984,781
268,837
746,288
876,775
326,865
313,787
835,860
848,796
918,444
336,637
590,778
269,742
506,458
679,952
951,194
342,681
371,479
809,208
901,523
351,934
759,603
942,368
231,146
264,210
111,575
794,878
518,804
540,266
402,526
129,830
352,277
255,812
539,797
802,750
741,430
715,259
207,105
961,966
211,959
874,377
200,749
611,131
678,595
896,594
750,530
809,963
255,649
297,902
283,972
461,811
849,414
548,139
850,895
619,659
509,528
954,892
510,480
811,374
502,451
440,204
101,383
299,767
274,353
244,750
534,612
357,142
174,845
243,672
368,914
968,639
407,516
949,668
688,448
372,641
558,941
687,383
459,351
193,722
849,404
950,680
210,982
559,773
584,637
830,524
380,453
989,629
603,252
579,156
236,230
355,841
514,943
995,722
669,203
265,479
696,714
392,541
201,878
100,932
670,393
323,429
729,152
162,618
363,846
120,490
391,434
622,895
218,970
207,881
631,597
833,274
838,674
518,459
619,558
626,989
696,287
151,894
354,570
738,207
786,593
370,161
168,143
865,671
271,813
144,392
909,746
913,966
559,969
956,483
122,463
819,906
118,885
103,288
347,384
553,475
580,679
637,668
480,935
258,553
123,877
607,732
894,216
243,112
210,538
107,177
570,337
297,200
502,630
152,551
268,632
576,257
999,443
399,590
762,404
196,244
675,735
468,837
951,583
899,840
167,253
854,970
693,778
704,851
969,278
337,395
536,279
684,794
985,353
385,982
446,335
402,769
551,381
470,784
198,289
271,874
770,458
881,571
985,713
220,944
219,389
688,529
980,557
852,831
472,873
757,449
233,474
861,527
859,749
652,279
311,431
249,600
478,659
679,593
160,748
932,764
683,714
717,379
576,342
323,998
278,797
158,173
560,941
916,648
817,182
718,249
831,678
136,508
930,220
600,418
684,199
301,781
787,593
371,204
996,272
557,847
390,138
499,643
252,156
693,159
825,816
544,583
548,524
272,648
586,573
179,318
744,254
554,939
641,517
710,170
276,253
735,186
388,429
639,171
302,998
772,758
643,976
312,169
340,143
807,918
333,989
399,954
330,734
819,285
745,822
296,940
248,601
930,633
562,157
749,277
328,649
765,550
511,189
323,128
542,612
764,699
107,235
847,372
502,779
856,681
690,600
794,589
400,517
375,955
322,696
314,313
106,658
498,596
143,569
541,637
357,440
912,984
666,566
758,317
198,430
682,850
614,792
938,969
278,612
265,943
749,656
856,232
815,979
690,728
279,461
416,199
231,357
376,353
602,307
104,188
865,165
841,670
432,472
266,128
121,991
351,266
882,310
385,295
702,668
972,953
333,253
832,262
878,584
556,671
542,169
265,466
633,433
389,418
376,885
533,512
596,722
538,518
624,387
915,185
702,887
868,635
558,935
