T_i,B_i
397,614
921,828
895,366
608,720
232,772
924,536
278,479
549,271
107,880
947,861
614,971
362,524
849,642
985,183
678,918
896,753
862,404
684,790
367,267
114,507
302,356
565,409
460,652
475,376
145,866
535,669
336,561
361,960
627,334
582,389
636,182
408,608
201,478
267,620
607,220
162,156
433,403
754,727
896,657
733,783
259,528
204,984
526,642
231,109
120,667
471,329
857,401
755,538
221,763
841,614
732,566
522,516
762,992
367,976
992,597
688,307
349,851
725,696
631,244
214,568
124,248
892,322
119,211
948,863
702,858
430,883
986,683
131,507
185,819
598,677
373,721
459,328
366,347
236,993
699,689
158,273
164,427
310,991
697,970
205,548
203,934
219,651
113,765
460,791
427,404
599,254
154,909
441,740
820,463
172,418
991,292
886,160
574,664
431,404
946,111
395,857
526,830
749,197
890,613
163,655
929,657
936,685
245,205
887,334
706,960
178,612
367,205
398,700
506,866
843,727
813,265
308,299
370,178
350,927
629,439
232,387
263,978
206,475
239,912
654,113
188,304
352,239
792,606
132,368
123,711
572,791
713,573
646,699
697,199
146,675
556,542
227,288
862,571
708,986
591,902
246,859
578,959
766,258
127,348
169,840
576,616
692,328
412,713
476,800
506,933
269,703
992,800
678,730
611,374
906,471
990,599
935,280
689,457
318,770
402,387
118,650
601,571
851,425
974,260
479,995
462,798
213,985
411,548
189,485
628,234
943,640
323,606
519,738
463,705
892,127
526,686
909,628
797,864
254,167
623,412
808,674
519,482
901,334
886,134
158,833
316,396
241,178
841,137
939,922
538,748
313,184
308,876
434,360
806,973
265,765
865,654
123,358
312,116
619,774
256,347
145,299
797,105
309,997
456,155
322,433
674,204
796,246
155,962
676,165
553,796
546,373
732,708
561,388
879,272
351,740
566,624
920,925
799,646
490,372
490,816
481,454
113,873
505,731
393,600
660,228
895,652
520,416
381,979
886,668
805,215
984,680
954,742
588,286
668,431
287,160
811,308
758,188
170,589
329,766
641,938
578,319
534,148
806,559
211,292
346,618
674,958
623,286
307,233
816,610
717,352
431,326
754,397
361,967
186,428
225,680
664,396
739,535
725,350
404,514
841,898
801,767
479,470
142,785
746,663
130,507
900,493
218,836
306,807
147,868
858,641
300,495
813,826
742,533
261,997
435,312
938,870
999,272
238,956
256,706
543,634
722,481
997,237
689,431
190,218
193,394
390,389
437,844
432,219
951,980
458,343
245,788
867,351
719,590
191,273
135,418
759,718
890,322
564,451
170,910
751,625
564,239
664,233
449,827
939,760
415,582
814,388
237,203
809,919
816,782
658,287
482,650
422,848
838,807
698,919
760,151
455,685
900,845
546,232
432,857
866,690
517,294
402,630
281,200
239,624
668,325
710,550
298,205
451,415
379,960
949,729
754,620
622,878
750,738
782,449
521,162
337,664
985,555
900,108
647,881
141,770
299,772
165,301
731,620
706,512
290,722
362,699
378,321
782,145
725,972
281,519
469,889
496,935
769,364
628,513
119,253
424,488
538,774
504,705
913,473
661,241
193,302
306,845
463,659
199,287
643,106
637,205
307,934
919,416
136,852
561,922
291,628
893,585
157,256
974,638
552,633
580,479
223,231
787,232
939,724
164,724
830,842
711,988
197,995
632,652
605,322
390,660
854,470
845,418
218,527
217,970
424,985
522,570
251,783
572,413
996,812
870,152
801,969
164,490
740,963
346,468
183,363
338,662
995,590
649,449
271,457
856,629
463,891
558,917
717,505
748,358
748,845
842,923
790,398
528,447
778,414
187,395
352,780
279,576
227,455
811,933
254,740
511,535
672,784
908,701
658,790
896,210
356,872
916,714
374,821
198,190
717,786
415,335
210,368
971,384
536,326
569,601
501,242
410,506
369,257
643,309
106,642
462,102
998,317
705,356
824,200
349,290
648,424
326,525
642,781
416,206
906,410
648,586
316,112
359,202
184,378
739,694
573,120
400,249
985,185
798,731
590,971
942,985
181,591
477,497
863,511
101,220
709,879
706,715
310,348
628,143
267,543
350,605
588,311
695,127
776,717
982,325
816,601
837,605
398,958
356,778
201,315
154,513
947,329
609,697
524,676
590,731
264,149
856,670
768,215
579,772
921,111
859,126
996,131
943,606
311,391
273,745
299,618
544,546
502,806
562,778
547,564
510,609
750,173
552,962
203,161
778,817
726,555
412,136
738,137
684,961
389,516
579,558
391,491
704,104
857,541
762,152
977,145
187,384
525,886
689,711
269,543
227,682
991,412
662,278
852,306
761,686
140,355
164,126
192,603
632,652
959,791
873,814
927,687
969,162
846,183
977,166
825,921
648,367
182,119
757,763
454,635
650,136
245,579
807,244
133,247
904,612
379,374
833,523
705,669
964,643
884,334
569,520
928,897
774,619
264,314
371,119
334,561
851,222
539,651
508,352
248,240
520,550
179,461
467,928
465,748
316,496
181,341
495,315
175,223
521,545
970,795
588,781
467,101
136,189
204,289
301,522
830,670
533,206
628,244
935,105
551,640
715,867
938,623
921,261
187,245
620,705
938,697
246,943
778,407
632,873
842,783
235,454
308,646
215,797
691,122
542,453
204,305
309,461
682,384
299,652
904,227
370,273
912,624
742,719
820,912
152,946
798,872
524,346
529,993
849,314
855,701
631,654
275,953
705,646
355,512
944,623
394,862
654,379
515,823
198,432
927,714
643,774
976,308
860,272
759,136
101,852
285,674
986,754
923,663
338,264
483,904
925,743
930,255
888,644
324,461
278,473
702,769
508,989
445,595
766,722
508,779
143,286
627,207
986,744
982,416
746,733
146,796
177,775
883,809
371,874
644,212
731,687
839,744
685,728
462,724
792,390
705,295
342,158
839,317
517,919
834,216
553,763
121,701
657,685
412,818
193,934
264,416
904,422
660,396
426,947
491,728
184,491
715,266
640,521
934,704
100,634
405,712
362,943
587,781
637,821
983,192
534,338
940,168
695,627
895,220
915,191
100,483
991,894
617,297
660,161
383,982
661,683
538,555
552,962
496,187
389,182
200,134
935,407
214,230
602,980
313,803
386,816
161,596
167,544
718,488
314,454
584,151
399,907
315,863
377,359
448,385
168,444
581,181
726,501
236,432
903,896
167,240
814,200
284,310
550,777
321,716
955,836
650,807
256,429
593,456
926,234
874,350
780,479
439,988
721,230
774,608
899,226
713,514
218,630
331,519
130,675
495,947
677,860
139,717
964,738
559,239
583,589
562,328
722,478
895,781
268,964
129,149
666,325
488,841
447,448
640,834
610,158
687,197
275,644
696,570
287,228
458,917
504,341
191,483
980,513
215,729
811,216
176,192
954,212
543,457
947,829
918,698
718,275
420,632
822,688
204,318
604,984
652,455
757,449
691,958
178,920
569,646
776,258
830,691
716,540
508,838
486,433
297,777
890,956
214,826
130,703
208,411
164,173
158,649
352,789
753,542
336,210
769,989
972,535
390,180
189,907
750,970
796,889
434,445
674,349
928,747
647,105
496,155
463,214
249,162
467,915
491,541
740,481
480,432
370,508
693,279
146,527
802,159
383,743
481,144
292,979
556,450
498,223
856,327
165,430
704,687
958,323
678,847
162,138
143,950
416,269
544,446
915,652
789,611
657,816
504,736
858,145
465,642
917,888
941,770
186,379
381,628
661,854
632,453
696,701
985,595
591,271
313,907
925,551
753,886
432,671
812,167
790,205
528,144
563,392
833,167
958,286
216,536
638,274
917,433
623,571
722,474
158,329
311,687
487,714
815,223
972,926
341,327
930,548
977,393
840,537
131,444
430,742
328,929
896,330
333,791
250,105
102,224
390,999
349,691
521,463
730,508
863,293
630,668
403,813
392,659
938,311
125,588
575,655
403,833
355,463
470,648
887,421
636,449
512,165
446,123
834,582
335,762
532,487
363,693
132,806
666,137
800,462
166,446
991,799
539,452
211,942
196,465
756,487
591,539
319,220
760,809
268,281
784,855
188,587
140,293
589,705
835,141
149,632
684,768
190,172
137,823
145,829
387,646
302,746
104,231
675,959
702,260
511,159
129,495
358,551
882,278
126,190
136,470
717,221
902,581
440,294
916,260
959,158
468,105
749,706
979,898
828,205
734,734
150,887
716,941
358,174
973,430
562,589
651,554
306,659
198,417
927,411
534,628
717,846
400,242
545,978
275,560
847,938
289,342
149,439
238,845
641,289
786,678
332,631
213,575
868,749
156,569
343,828
877,696
527,834
964,685
387,493
581,541
707,677
731,536
323,451
126,243
614,295
953,225
169,187
633,180
223,319
167,203
637,374
620,433
847,412
255,465
429,481
425,517
987,347
801,645
845,477
488,264
721,976
911,321
335,865
552,259
406,908
684,222
528,349
309,525
368,674
638,806
940,889
217,405
775,465
599,617
258,886
924,350
221,209
969,439
644,984
400,342
886,632
728,959
865,259
688,588
630,526
602,827
688,586
251,939
155,226
847,967
272,193
795,953
641,910
805,569
431,563
526,176
601,407
761,193
638,430
315,580
817,499
593,237
361,636
386,872
738,307
593,541
474,412
319,610
241,384
354,679
609,452
908,734
338,467
406,771
206,178
856,504
465,684
598,121
342,708
739,571
790,688
742,866
652,983
467,822
583,313
655,811
435,382
351,306
361,912
227,136
177,173
301,693
872,680
173,334
975,154
676,370
102,893
543,192
424,966
965,890
528,549
308,584
908,316
661,718
824,664
126,142
713,963
525,117
456,647
638,982
477,718
931,497
835,554
466,659
147,234
653,331
697,210
771,415
833,952
100,285
594,150
123,785
292,253
122,987
549,596
904,394
223,382
497,105
472,507
178,356
680,749
490,452
638,523
835,154
263,711
608,320
378,737
866,160
826,900
538,103
962,528
512,146
837,729
373,716
885,862
530,376
347,743
314,216
651,335
642,332
977,876
233,521
591,613
499,760
652,930
841,995
577,839
938,575
947,272
580,406
767,598
893,611
826,524
356,193
491,585
504,711
933,494
205,849
528,955
577,248
283,277
572,258
606,255
705,683
967,848
575,513
383,529
614,661
455,910
401,206
710,673
204,124
801,808
587,140
380,913
867,898
326,894
710,558
778,185
895,618
286,740
634,899
631,595
384,868
411,621
489,794
970,863
111,654
773,647
612,633
489,862
559,463
152,907
375,937
487,411
741,512
617,621
701,945
384,935
578,501
381,616
355,599
865,917
717,585
758,910
801,920
420,702
972,524
428,706
928,506
744,181
615,731
366,563
406,939
858,271
172,934
550,422
538,407
947,653
335,704
423,228
777,714
450,501
239,221
783,102
308,389
441,180
424,826
404,857
942,739
622,349
767,699
538,314
288,336
929,538
862,694
475,700
308,753
294,573
451,341
934,682
228,417
478,353
768,975
604,798
389,486
260,606
487,743
980,516
134,525
702,291
464,551
537,911
926,593
711,146
271,739
507,482
670,975
500,213
425,501
446,292
653,822
984,549
355,146
240,463
947,246
887,579
727,400
715,302
642,312
870,956
609,148
241,909
917,288
704,203
702,381
187,724
585,147
272,706
242,748
976,197
962,575
249,735
504,434
259,413
437,506
889,707
735,629
870,140
631,900
417,824
210,392
695,929
680,235
135,458
171,256
297,990
345,931
394,990
753,415
847,489
554,916
376,518
800,787
496,472
433,448
224,207
893,982
768,832
813,868
599,853
271,521
807,465
927,822
819,857
285,508
104,928
490,573
958,713
356,762
148,608
986,701
391,748
977,999
335,714
232,569
440,505
393,963
937,938
125,797
269,251
984,384
592,222
277,662
375,499
574,703
115,578
332,653
967,180
126,406
798,420
193,469
553,509
523,471
632,904
126,536
453,157
398,594
484,922
881,337
235,582
591,476
827,663
953,264
412,807
879,140
536,331
209,149
530,445
948,400
494,393
118,327
227,678
857,531
515,367
585,128
133,982
416,360
645,156
597,420
432,674
417,227
461,259
664,801
626,179
243,226
708,242
798,649
668,452
837,390
749,480
663,300
792,698
911,733
948,185
719,387
608,734
374,620
925,551
999,418
555,277
900,236
982,889
307,244
919,415
981,936
964,588
549,239
708,305
112,718
408,875
719,462
558,943
567,730
465,911
811,473
167,924
713,999
248,445
738,803
814,533
726,754
524,733
805,387
323,355
715,862
515,579
918,885
848,127
147,674
272,517
519,832
792,570
605,452
131,149
175,954
813,108
753,570
517,280
152,563
824,739
806,736
272,884
232,483
113,811
960,679
252,533
197,125
897,427
282,896
965,404
395,534
239,148
343,816
219,722
295,491
231,657
836,567
296,500
470,172
512,488
740,621
401,683
519,797
400,760
938,791
171,102
206,742
804,356
933,240
873,990
748,642
801,433
483,499
841,187
141,834
341,278
967,243
202,598
673,982
871,642
538,191
659,527
838,180
684,785
999,505
132,416
950,622
131,831
214,380
351,159
841,726
363,110
110,978
285,991
104,318
171,573
303,217
312,341
195,217
447,562
526,154
736,955
884,788
311,490
770,512
350,863
877,338
169,468
570,108
150,306
887,918
405,823
780,190
192,872
299,987
775,367
345,167
748,339
863,501
134,243
391,427
779,717
890,833
562,126
167,902
515,500
462,228
152,835
836,675
444,205
521,560
636,644
956,297
251,723
673,513
813,471
499,163
182,224
639,912
711,854
769,904
917,184
407,559
966,368
397,457
690,455
566,536
415,987
759,225
505,287
436,706
185,100
184,469
501,219
879,487
296,376
479,143
154,509
389,891
176,163
365,492
116,253
667,309
104,234
644,467
896,963
958,551
733,721
685,641
669,698
883,420
815,591
383,453
529,730
616,892
381,687
709,335
931,983
499,445
558,923
764,417
275,377
893,164
270,495
975,495
383,685
100,464
463,420
375,695
815,660
135,457
727,482
156,882
422,576
295,368
822,753
461,477
928,864
715,869
820,971
364,284
878,387
483,472
746,794
661,570
987,503
266,783
550,787
114,589
145,770
997,403
282,600
524,779
626,801
405,621
458,131
899,334
448,462
561,915
225,417
321,511
987,680
106,723
945,586
566,889
891,779
353,326
823,569
945,960
663,134
800,321
629,118
410,798
153,915
593,406
162,929
140,353
473,104
515,181
200,813
674,910
874,674
659,649
614,951
558,636
728,577
485,901
505,521
420,215
101,633
567,825
619,410
764,363
659,250
186,284
273,196
450,342
922,361
581,990
322,491
751,682
836,934
825,329
672,371
729,930
434,655
282,449
561,790
463,298
892,179
203,458
454,963
679,871
505,318
631,470
903,957
963,332
117,219
963,948
758,600
683,290
403,374
633,279
741,603
486,745
539,938
383,276
218,839
477,977
939,806
558,166
271,434
154,666
191,958
563,653
617,435
899,418
613,579
171,407
322,212
296,281
386,802
253,695
233,113
346,727
988,352
118,498
783,656
767,952
278,729
190,593
550,581
812,412
318,643
510,477
181,496
316,350
689,783
881,669
221,271
991,284
516,787
320,105
357,739
247,746
170,361
821,839
434,980
231,275
125,274
758,575
258,987
529,536
184,584
596,455
909,616
252,788
741,959
455,815
719,157
672,484
779,678
782,278
852,181
941,401
475,287
612,954
775,117
171,704
386,908
607,983
293,832
294,761
740,596
336,933
477,287
885,298
895,648
861,639
981,345
447,147
654,815
382,588
212,220
866,108
142,703
168,545
241,585
908,999
127,951
175,110
826,384
816,433
853,473
301,724
463,474
936,912
443,767
787,832
112,452
471,200
909,517
181,170
922,398
188,222
841,470
351,992
608,176
710,976
586,403
635,373
354,955
623,696
271,404
502,846
584,847
682,107
873,892
670,534
491,569
346,600
858,284
529,931
335,914
683,631
149,639
980,242
712,595
395,595
937,923
446,799
653,924
558,734
228,926
257,900
827,946
902,663
412,237
478,403
614,650
442,146
638,843
987,253
104,388
931,720
608,136
260,264
872,378
932,983
971,976
542,672
972,563
702,825
826,793
598,183
431,986
395,207
494,710
621,617
936,320
850,307
433,238
309,368
300,524
579,302
436,609
565,794
506,782
995,774
690,440
698,865
999,618
425,795
213,737
167,496
611,593
490,461
344,994
854,291
487,766
367,169
950,286
538,285
612,285
660,654
525,347
151,543
827,643
492,613
891,139
129,407
612,406
431,842
917,499
744,605
428,205
143,914
496,587
147,511
124,441
205,935
446,148
125,662
723,167
956,549
850,707
782,913
882,461
219,548
606,677
945,102
722,635
177,551
693,310
692,258
743,235
805,577
940,844
420,308
413,882
420,313
971,112
869,265
341,293
287,717
910,346
663,698
359,288
583,432
832,354
478,934
606,952
724,601
996,754
607,269
606,924
577,592
818,147
381,294
136,665
711,530
675,763
997,431
295,603
589,512
916,829
442,297
376,553
756,736
174,634
406,607
981,661
124,623
669,337
226,759
572,701
571,127
763,859
742,713
586,928
725,414
445,296
450,416
924,749
760,975
604,950
607,467
476,540
826,685
503,855
952,782
151,258
212,129
829,768
946,678
812,794
879,948
416,536
158,660
800,618
773,231
496,254
643,235
875,916
752,898
481,348
225,289
683,410
336,563
506,731
650,529
522,582
618,595
903,480
216,740
904,874
837,918
721,167
422,758
862,989
794,625
953,726
659,667
290,116
149,580
343,322
368,183
754,923
837,184
436,143
782,354
138,399
875,646
469,631
725,210
406,497
295,393
106,337
439,861
255,622
719,138
450,250
348,266
198,222
577,599
530,574
620,287
708,311
529,229
461,286
717,424
477,707
953,369
646,860
756,882
708,322
454,712
827,455
464,721
188,738
561,943
371,832
170,591
885,878
805,886
556,558
442,768
826,489
411,916
478,623
626,528
587,560
457,417
227,517
597,996
363,873
978,976
648,816
728,931
949,472
156,418
724,309
784,509
320,191
610,971
773,805
384,710
742,476
693,803
711,669
221,226
704,186
846,179
579,325
288,923
552,635
236,534
187,511
218,922
232,106
477,672
920,791
258,477
451,920
815,781
711,675
857,170
722,273
365,523
955,109
331,561
889,308
927,409
379,901
760,285
333,180
307,525
338,619
199,331
215,937
683,778
505,826
668,725
751,192
286,789
415,715
903,226
939,170
625,476
312,206
385,333
995,161
930,325
517,571
969,369
986,444
210,550
183,841
596,472
824,989
611,500
622,707
474,104
920,167
914,461
758,247
397,145
278,985
703,500
579,833
390,616
145,586
322,745
951,294
100,791
187,940
416,264
609,837
740,551
438,301
354,159
454,242
332,746
327,249
818,280
486,773
367,781
242,723
781,518
989,806
809,345
228,766
184,734
727,137
863,355
717,924
462,733
496,807
545,247
232,131
310,496
999,522
468,435
601,509
825,652
678,207
531,578
647,405
878,870
235,312
797,537
323,433
245,913
338,871
274,939
562,550
440,191
668,422
209,654
767,338
961,637
463,506
145,640
796,802
200,633
268,795
717,110
964,171
796,590
247,893
231,702
596,686
930,827
710,139
486,104
636,120
246,656
589,892
535,447
159,483
661,491
913,675
729,168
643,620
768,111
811,133
898,772
958,267
191,252
417,751
668,684
907,206
761,694
968,265
279,827
416,493
954,156
566,685
945,790
700,618
173,779
707,527
440,728
552,395
216,659
171,642
746,709
851,227
970,195
535,418
762,212
276,439
502,230
913,127
898,132
928,166
221,690
367,901
267,742
375,191
660,589
972,130
157,898
831,544
516,681
780,698
701,907
220,772
753,115
734,633
716,821
409,548
909,507
868,626
480,100
229,727
589,790
589,770
465,163
962,290
909,283
387,196
189,698
339,561
758,263
788,514
778,386
977,161
357,982
559,214
521,820
377,517
828,149
828,507
690,439
324,333
367,714
771,919
683,405
643,899
250,432
371,181
443,969
821,225
771,714
125,831
146,670
514,132
945,399
659,975
621,184
836,218
552,827
361,496
483,494
839,992
748,184
139,181
487,819
471,550
372,502
510,993
330,553
897,854
715,301
144,131
879,860
832,666
552,876
136,798
108,916
725,835
547,871
868,317
247,817
140,818
850,295
105,876
136,145
987,490
207,844
613,460
719,337
715,418
841,886
647,639
573,812
401,714
121,859
321,934
712,599
645,433
586,827
156,679
303,266
326,734
930,130
720,125
623,405
455,234
785,360
785,347
806,338
633,114
500,311
701,751
389,116
506,819
333,858
674,220
261,420
748,803
998,319
930,201
141,978
417,365
447,463
240,892
799,242
360,223
657,474
920,654
616,552
383,106
280,736
935,914
348,243
607,123
430,673
809,831
403,241
140,923
964,117
747,338
972,321
900,762
801,994
458,563
751,742
988,493
313,670
292,490
386,702
396,558
580,230
130,617
335,215
215,504
105,880
176,441
188,461
860,458
736,582
907,756
426,426
343,367
995,355
394,725
977,101
234,415
859,644
827,408
337,234
998,922
841,216
227,668
466,873
721,921
826,638
683,437
586,492
871,391
880,589
767,860
919,714
248,455
681,524
965,272
897,109
477,771
401,178
723,388
851,754
218,908
445,826
504,788
207,224
127,248
580,652
645,311
466,670
245,231
366,566
644,958
614,324
697,243
147,406
697,585
447,220
623,147
810,277
583,571
316,115
303,514
823,654
889,979
426,939
248,162
277,816
977,210
293,386
523,644
158,636
257,463
681,895
662,894
952,350
181,771
300,633
306,846
338,184
398,236
923,555
799,116
370,325
334,362
592,299
543,587
851,389
104,650
713,487
239,360
918,128
740,642
755,853
246,510
618,109
817,874
907,355
656,115
606,887
158,528
450,434
766,130
472,277
293,721
366,876
608,882
591,876
857,659
860,386
152,432
494,593
261,502
978,518
330,719
276,570
420,915
242,288
667,184
230,561
863,208
266,848
294,774
114,214
740,748
759,881
869,397
677,425
155,290
111,894
502,170
212,220
425,897
809,421
450,467
288,138
676,778
154,315
653,492
671,178
680,302
649,474
241,840
772,649
601,714
276,709
486,550
573,912
110,798
454,463
459,846
147,771
821,344
688,370
868,998
463,704
330,600
192,394
391,762
856,358
303,983
498,261
869,693
378,794
494,768
647,579
345,133
906,723
501,722
262,272
517,270
975,400
156,890
704,950
329,572
450,753
121,393
590,647
176,979
845,262
521,640
636,790
891,658
584,467
725,598
820,934
613,769
663,492
672,737
296,503
790,465
400,307
175,821
329,527
456,530
469,905
817,772
331,260
129,858
665,486
923,977
640,952
395,108
111,258
636,962
264,620
373,382
286,215
834,114
549,714
950,687
729,898
588,605
831,847
189,333
415,708
267,524
207,670
742,154
647,820
289,243
941,581
845,875
904,462
237,701
607,744
563,634
612,686
146,917
277,381
896,552
790,555
214,686
815,571
829,445
379,948
538,886
409,895
860,192
450,511
402,809
728,871
507,197
680,615
691,700
669,121
940,212
402,970
720,179
192,527
544,748
687,146
366,265
957,498
939,381
443,193
986,485
707,694
766,575
593,116
815,968
783,872
216,379
162,346
563,949
376,404
757,546
807,800
603,389
138,819
832,721
637,291
372,520
910,243
276,691
418,756
795,315
161,544
898,907
944,985
345,681
146,106
729,495
352,222
171,570
409,575
234,632
638,221
555,652
395,278
483,596
230,383
640,618
309,902
412,932
880,770
738,225
144,856
899,367
886,504
630,603
787,220
138,867
546,846
662,954
275,706
458,532
600,123
841,765
784,514
888,606
535,148
835,236
947,780
283,198
412,702
633,554
424,526
415,376
219,181
275,196
342,229
116,996
465,888
582,514
704,834
271,545
312,181
495,553
737,468
504,452
301,679
989,354
361,582
680,804
801,390
106,628
685,430
271,359
404,901
527,508
423,669
388,984
653,278
969,922
322,752
174,834
394,586
426,128
732,180
319,443
893,468
549,103
543,323
845,125
908,333
321,151
762,644
905,916
229,224
171,125
252,458
697,201
391,884
426,348
172,936
213,518
400,941
944,821
877,416
832,953
772,294
320,691
105,466
401,437
127,810
426,169
501,425
960,601
848,725
751,146
817,481
988,520
141,258
446,961
467,133
585,382
679,459
814,356
935,407
514,875
438,971
610,650
688,977
812,573
718,876
381,518
787,106
289,351
633,974
273,375
137,441
712,344
206,975
169,859
683,684
244,991
911,848
966,627
435,823
958,247
838,867
193,722
618,105
380,563
124,659
385,983
339,174
887,923
277,297
146,250
258,672
598,214
491,794
251,908
251,796
200,948
437,585
193,736
256,713
708,263
731,557
153,433
415,567
717,954
236,137
741,534
825,260
961,481
573,177
727,857
425,294
939,484
561,714
978,826
685,994
376,942
358,374
349,336
477,959
387,352
128,254
914,367
628,774
328,556
173,213
551,336
710,710
532,101
868,468
178,955
376,625
417,422
822,494
452,375
366,907
747,752
819,950
510,124
487,912
721,144
135,950
285,396
973,916
839,214
550,447
261,147
355,833
573,966
478,708
191,599
994,336
639,260
324,424
484,272
286,435
214,316
422,527
873,976
531,434
507,166
795,780
531,142
564,553
430,896
669,317
894,605
706,239
480,804
451,983
159,193
918,856
313,158
966,398
175,958
412,900
517,507
756,770
629,410
238,854
530,499
698,253
923,521
407,873
993,846
741,186
271,130
490,208
144,417
739,804
492,622
792,627
832,943
683,323
783,850
740,557
754,149
277,826
534,537
651,444
257,314
167,399
644,324
238,833
836,248
354,254
978,973
579,375
120,542
296,511
807,500
500,961
940,935
505,264
343,646
955,434
442,642
277,421
473,233
560,454
308,838
195,651
282,230
799,814
802,651
933,165
433,253
337,424
688,815
250,910
170,930
497,305
136,453
554,846
555,320
170,931
661,446
945,131
607,159
941,631
736,391
478,535
436,246
851,732
631,743
713,649
343,666
472,328
886,387
353,997
103,231
839,664
665,248
446,746
605,268
137,674
844,445
483,337
562,215
339,884
688,725
166,235
824,484
380,826
806,867
869,299
291,944
661,752
293,477
929,201
753,853
715,810
860,703
265,226
713,664
939,866
349,292
589,768
414,147
189,701
727,862
347,927
432,176
427,161
376,806
864,375
253,849
822,148
886,501
811,290
701,843
286,925
768,802
920,801
660,434
436,595
826,126
664,500
419,567
434,130
185,706
260,912
361,233
486,990
116,717
204,119
202,966
120,497
921,222
840,369
194,697
575,290
299,310
441,113
517,213
684,480
708,431
112,162
220,513
626,801
616,136
375,495
120,754
228,467
446,928
299,702
338,409
948,269
330,794
948,122
963,184
690,762
563,245
504,183
321,952
822,781
422,396
464,241
653,692
365,509
579,880
718,865
872,567
716,909
291,894
917,510
314,807
995,246
654,495
766,589
991,937
542,818
858,417
944,167
907,307
560,817
997,295
692,359
139,614
599,567
417,704
263,378
405,874
208,468
814,254
212,997
813,863
399,878
727,816
664,324
721,923
781,282
201,769
425,241
216,570
822,483
584,512
672,622
862,973
276,998
545,435
363,127
488,626
288,121
125,876
991,430
231,214
383,511
752,552
862,711
335,738
276,894
446,455
242,103
645,196
570,531
331,895
213,263
382,477
577,827
417,525
978,100
545,283
723,451
496,222
350,418
669,369
862,340
690,779
308,459
519,595
596,376
498,767
129,775
506,115
542,581
188,556
353,453
593,206
971,729
687,564
196,737
850,358
262,725
353,890
952,186
976,156
750,332
219,987
138,379
845,906
749,967
321,161
140,407
428,123
538,544
613,119
193,978
748,279
850,548
147,752
716,153
462,211
683,256
616,949
240,580
300,583
447,578
788,873
892,605
